chr1	start1	end1	chr2	start2	end2	CD19_rep1_RawCC	CD19_rep2_RawCC	HA_rep1_RawCC	HA_rep2_RawCC	logFC	PValue	FDR
chr1	224580000	224590000	chr1	224600000	224610000	55	0	0	0	-7.8735034418653	2.24520934537356e-09	1.38138332230682e-05
chr1	225620000	225630000	chr1	225640000	225650000	75	0	142	148	1.68084975950141	5.10470634433278e-06	0.00992258784150736
chr1	226880000	226890000	chr1	226900000	226910000	0	0	41	32	8.03426493651168	1.10657423836372e-10	9.87949185513664e-07
chr1	228050000	228060000	chr1	228070000	228080000	43	48	9	0	-3.65785715883628	1.27816369323307e-09	8.48099426577322e-06
chr1	228900000	228910000	chr1	228940000	228950000	72	68	48	0	-1.87545475263094	1.28461641307098e-05	0.0206996578049736
chr1	228990000	229000000	chr1	229010000	229020000	0	36	0	0	-7.47965497038288	1.75068853640661e-07	0.000595088347172901
chr1	229050000	229060000	chr1	229070000	229080000	52	37	9	10	-2.55712516141118	1.1791672558694e-06	0.00291883157899192
chr1	229650000	229660000	chr1	229670000	229680000	0	0	53	46	8.47067062258039	1.89820846404144e-12	2.83753900183179e-08
chr1	230340000	230350000	chr1	230370000	230380000	66	43	170	218	1.48382746495496	3.1349465440443e-05	0.0424035595587905
chr1	230350000	230360000	chr1	230370000	230380000	0	0	76	78	9.10380705341224	7.75072596312683e-18	4.38224521936041e-13
chr1	230370000	230380000	chr1	230390000	230400000	0	0	66	72	8.94477108510441	2.17565004559568e-16	9.17275125527761e-12
chr1	230370000	230380000	chr1	230410000	230420000	0	0	36	35	7.99069763689458	2.06038725662071e-10	1.7049054457182e-06
chr1	230410000	230420000	chr1	230430000	230440000	0	0	0	39	7.09823279122521	3.04584981004964e-06	0.0065191667518099
chr1	231380000	231390000	chr1	231400000	231410000	19	0	91	71	2.77716452594212	4.92464379229215e-09	2.76111608469919e-05
chr1	231490000	231500000	chr1	231520000	231530000	0	0	30	44	8.04336967850615	8.59668987542396e-11	7.80670585381513e-07
chr1	231500000	231510000	chr1	231520000	231530000	0	0	36	47	8.21023651370589	7.33036959724535e-12	8.81140193587255e-08
chr1	233390000	233400000	chr1	233420000	233430000	0	0	22	32	7.59107386133146	2.61345270819572e-08	0.000116174956708313
chr1	234290000	234300000	chr1	234310000	234320000	0	0	58	49	8.58295953604867	2.34516222651751e-13	4.95318194889012e-09
chr1	234600000	234610000	chr1	235120000	235130000	2	2	21	35	3.37356672146755	2.55386621941638e-05	0.0356036284419701
chr1	234610000	234620000	chr1	235120000	235130000	20	15	90	89	1.99802978972225	4.59292165473588e-06	0.00898984857910294
chr1	234620000	234630000	chr1	234860000	234870000	39	26	129	132	1.657829001468	1.7489564834852e-05	0.0267573392788296
chr1	234620000	234630000	chr1	235100000	235110000	13	10	107	91	2.74576676792609	2.6058820254808e-09	1.59016633041752e-05
chr1	234620000	234630000	chr1	235120000	235130000	20	16	90	110	2.1113154169311	1.08197632316543e-06	0.0027516840443046
chr1	234620000	234630000	chr1	235150000	235160000	9	0	63	52	3.32643230704925	7.80751943630619e-09	4.06390169361974e-05
chr1	234620000	234630000	chr1	235240000	235250000	17	23	73	106	1.77714831382366	3.88144671195127e-05	0.049820756473613
chr1	234620000	234630000	chr1	235250000	235260000	10	0	36	49	2.74117559932939	6.24396293828405e-06	0.0115567399995844
chr1	234630000	234640000	chr1	234650000	234660000	114	96	411	459	1.69264233303648	1.88971231464593e-07	0.000638570481327738
chr1	234630000	234640000	chr1	234690000	234700000	10	0	64	59	3.27446140749339	4.18374459763491e-09	2.36714328876394e-05
chr1	234630000	234640000	chr1	234880000	234890000	5	0	36	34	3.4245160372438	2.77284940284572e-06	0.00600908528906945
chr1	234630000	234640000	chr1	234910000	234920000	6	4	47	37	2.69898642292196	1.21431390728312e-05	0.0198908827792635
chr1	234630000	234640000	chr1	234970000	234980000	18	14	94	87	2.14227477606698	1.32639062116878e-06	0.0032582152684026
chr1	234630000	234640000	chr1	234990000	235000000	3	0	33	47	4.29696562365119	3.23061513347578e-08	0.000141269542931074
chr1	234630000	234640000	chr1	235000000	235010000	4	0	33	41	3.80202176341806	3.88005486382716e-07	0.00115436263259833
chr1	234630000	234640000	chr1	235010000	235020000	13	12	72	67	2.10967299466932	8.85416047883058e-06	0.0154475207874823
chr1	234630000	234640000	chr1	235020000	235030000	10	0	42	51	2.87114499727339	1.19380912345515e-06	0.00295362214792652
chr1	234630000	234640000	chr1	235070000	235080000	3	0	44	44	4.43905149047657	4.91274629284298e-09	2.75559683848999e-05
chr1	234630000	234640000	chr1	235100000	235110000	15	23	138	137	2.47327754292433	1.81618216075002e-09	1.15721504534801e-05
chr1	234630000	234640000	chr1	235110000	235120000	41	36	216	271	2.2969884972207	3.55832142988098e-10	2.74836909651909e-06
chr1	234630000	234640000	chr1	235120000	235130000	29	16	186	166	2.62534070377731	2.44811989593177e-11	2.59007481974754e-07
chr1	234630000	234640000	chr1	235130000	235140000	9	0	49	48	3.08071527495782	2.89788020343203e-07	0.000905870870854395
chr1	234630000	234640000	chr1	235140000	235150000	41	22	128	130	1.69530571906486	1.13224482948708e-05	0.0191217966161234
chr1	234630000	234640000	chr1	235150000	235160000	14	0	98	104	3.51386283907156	6.01227619800499e-13	1.10164877014473e-08
chr1	234630000	234640000	chr1	235180000	235190000	10	0	71	58	3.34451526358895	1.45496664523766e-09	9.42575345338694e-06
chr1	234630000	234640000	chr1	235250000	235260000	34	0	73	81	1.8842934257648	1.8600199246213e-05	0.0276765806048925
chr1	234630000	234640000	chr1	235260000	235270000	15	0	56	61	2.6361972386979	4.52557344839194e-07	0.00132776782620391
chr1	234630000	234640000	chr1	235280000	235290000	9	0	41	34	2.71709997419499	1.89426525185588e-05	0.0281294721416857
chr1	234640000	234650000	chr1	235100000	235110000	16	16	83	90	2.06553554098979	3.50156538545931e-06	0.00725290489782769
chr1	234640000	234650000	chr1	235110000	235120000	40	30	153	179	1.89040998150602	4.88078461355656e-07	0.00142254941261295
chr1	234640000	234650000	chr1	235120000	235130000	18	16	94	103	2.16970697293645	4.90999864641153e-07	0.0014305462467213
chr1	234640000	234650000	chr1	235140000	235150000	21	13	76	87	1.90889402416817	2.006776101862e-05	0.0297072405309223
chr1	234650000	234660000	chr1	235120000	235130000	30	19	156	161	2.34481498708287	2.38822652836624e-09	1.46646215867802e-05
chr1	234650000	234660000	chr1	235140000	235150000	46	12	120	134	1.8143665577704	2.69348870477909e-06	0.00585570001003115
chr1	234650000	234660000	chr1	235240000	235250000	38	16	120	157	2.02237154603915	1.96897353059199e-07	0.000651120530165577
chr1	234660000	234670000	chr1	235110000	235120000	30	13	88	99	1.78389042471208	2.14012216526465e-05	0.031337656600622
chr1	234690000	234700000	chr1	235120000	235130000	4	3	45	26	2.96071243694871	9.09664085963269e-06	0.0157301317570131
chr1	234700000	234710000	chr1	235120000	235130000	10	3	45	59	2.64281831625696	2.47296322607799e-06	0.00542342822164375
chr1	234730000	234740000	chr1	235100000	235110000	33	24	121	139	1.83488199890652	2.75214398876506e-06	0.00597096438376083
chr1	234730000	234740000	chr1	235120000	235130000	52	23	138	172	1.71449709012793	3.90288477063446e-06	0.00798758801766563
chr1	234750000	234760000	chr1	235100000	235110000	12	5	56	59	2.40586011518886	3.34351786967858e-06	0.00693838817247572
chr1	234760000	234770000	chr1	235100000	235110000	13	8	72	62	2.31937756905736	2.24430113340324e-06	0.00499303522248076
chr1	234780000	234790000	chr1	235100000	235110000	2	5	41	43	3.17355752461841	1.56915903396603e-06	0.00374158849869169
chr1	234790000	234800000	chr1	234810000	234820000	13	0	45	48	2.50881980106	7.97859302542453e-06	0.0143766596639863
chr1	234790000	234800000	chr1	235120000	235130000	5	3	36	38	2.82769545792581	1.17501419036176e-05	0.0196149550949238
chr1	234800000	234810000	chr1	234830000	234840000	0	0	43	0	7.30225703982336	4.18263177806042e-07	0.00123245093655691
chr1	234850000	234860000	chr1	235100000	235110000	19	13	96	76	2.07596719773615	3.54327291649015e-06	0.00733514343510332
chr1	234870000	234880000	chr1	235100000	235110000	10	9	71	59	2.40841799184147	1.39924865588954e-06	0.00340992975579831
chr1	234880000	234890000	chr1	235100000	235110000	12	10	60	68	2.17359935273202	1.1434915320036e-05	0.0193016665466295
chr1	234890000	234900000	chr1	235120000	235130000	13	18	77	88	2.03070348632761	8.39367745125605e-06	0.0149274380512107
chr1	234900000	234910000	chr1	234970000	234980000	73	53	208	232	1.4537726753457	2.85665930798502e-05	0.0392419888641562
chr1	234900000	234910000	chr1	235010000	235020000	26	23	111	110	1.81245953412324	7.62917962834344e-06	0.0138169358034761
chr1	234900000	234910000	chr1	235090000	235100000	32	20	101	110	1.67303067161078	3.72033832959998e-05	0.0479101742518902
chr1	234900000	234910000	chr1	235100000	235110000	46	23	146	170	1.85756927026213	7.20744617282815e-07	0.00197404683402551
chr1	234900000	234910000	chr1	235110000	235120000	83	58	254	243	1.47264141264025	1.75989363595837e-05	0.0268970677953593
chr1	234900000	234910000	chr1	235120000	235130000	43	19	147	165	1.99764074469868	1.49913359422308e-07	0.000514727343901609
chr1	234900000	234910000	chr1	235150000	235160000	28	13	94	89	1.82142714002109	1.73243055733717e-05	0.0265904047363713
chr1	234900000	234910000	chr1	235180000	235190000	13	11	66	59	2.01865296017614	3.75461171378868e-05	0.0483206284265536
chr1	234960000	234970000	chr1	235110000	235120000	35	33	159	161	1.87135004231899	6.63068138933425e-07	0.0018303981652658
chr1	234970000	234980000	chr1	235010000	235020000	54	40	258	227	2.0191337849917	1.63813012926144e-08	7.82081634817271e-05
chr1	234970000	234980000	chr1	235020000	235030000	35	22	109	120	1.65893675606272	2.51535366003115e-05	0.0355168975155316
chr1	234970000	234980000	chr1	235060000	235070000	51	39	161	177	1.55521554432197	1.96846022608431e-05	0.0291785124595798
chr1	234970000	234980000	chr1	235100000	235110000	61	53	232	235	1.67603827851829	1.80304997576563e-06	0.00417681777038079
chr1	234970000	234980000	chr1	235110000	235120000	98	88	334	386	1.59021194267105	1.48082697999861e-06	0.0035725130282953
chr1	234970000	234980000	chr1	235120000	235130000	68	33	200	245	1.80576194943122	3.40591603203284e-07	0.00104928226675568
chr1	234970000	234980000	chr1	235140000	235150000	60	43	192	177	1.49429975942017	2.83537526664549e-05	0.0389775408966232
chr1	234980000	234990000	chr1	235010000	235020000	47	49	180	198	1.60789246399527	9.18267077091663e-06	0.0158652668095314
chr1	234980000	234990000	chr1	235100000	235110000	27	36	177	216	2.25891888242818	2.32039612215449e-09	1.42568155110092e-05
chr1	234980000	234990000	chr1	235110000	235120000	78	78	273	299	1.50693816059161	8.78982359671631e-06	0.0153419236580573
chr1	234980000	234990000	chr1	235140000	235150000	51	30	153	155	1.5865899219735	1.81315032045783e-05	0.0271462346665648
chr1	234990000	235000000	chr1	235010000	235020000	48	36	151	160	1.53607275443403	3.07209299556331e-05	0.0416710088756032
chr1	234990000	235000000	chr1	235020000	235030000	31	0	71	74	1.92868209345591	1.33292986978193e-05	0.0214344004290553
chr1	234990000	235000000	chr1	235080000	235090000	0	0	39	25	7.84831942756555	1.38702771521583e-09	9.14755230883873e-06
chr1	234990000	235000000	chr1	235100000	235110000	35	26	125	160	1.86687724292939	1.33798398054728e-06	0.00328368822992529
chr1	234990000	235000000	chr1	235110000	235120000	72	46	231	225	1.60890151935507	4.35112614157883e-06	0.00868129302801157
chr1	235000000	235010000	chr1	235110000	235120000	65	44	185	229	1.57602692044909	8.85499840360346e-06	0.0154483131716107
chr1	235010000	235020000	chr1	235060000	235070000	52	66	233	244	1.63607597435186	2.95756218043248e-06	0.00636517662157878
chr1	235010000	235020000	chr1	235090000	235100000	49	22	159	198	1.99551578604053	8.32977738319564e-08	0.000313477003330124
chr1	235010000	235020000	chr1	235100000	235110000	44	32	210	245	2.22795695356484	1.33594010725945e-09	8.84394987296054e-06
chr1	235010000	235020000	chr1	235110000	235120000	103	56	349	370	1.84379833649714	3.40193568154626e-08	0.000148005489521731
chr1	235010000	235020000	chr1	235120000	235130000	34	21	183	215	2.50578923081418	6.45491892724229e-11	6.06562584051123e-07
chr1	235010000	235020000	chr1	235140000	235150000	40	30	153	175	1.87336781728002	6.53951251749456e-07	0.00180721383495927
chr1	235010000	235020000	chr1	235180000	235190000	8	14	56	67	2.09306124973291	2.33135067276862e-05	0.033641150520941
chr1	235020000	235030000	chr1	235050000	235060000	22	0	84	86	2.63652739047802	1.09590472435605e-08	5.46815979068956e-05
chr1	235020000	235030000	chr1	235060000	235070000	84	49	228	225	1.4319578506068	3.55877455816993e-05	0.0468176846971433
chr1	235020000	235030000	chr1	235080000	235090000	21	0	63	62	2.26235384719225	3.0339284029635e-06	0.00651406915437427
chr1	235020000	235030000	chr1	235090000	235100000	23	26	112	121	1.87702212449488	3.68823807012082e-06	0.00759657026102468
chr1	235020000	235030000	chr1	235100000	235110000	40	28	162	160	1.89425797307508	4.91630351662975e-07	0.00143227953328009
chr1	235020000	235030000	chr1	235110000	235120000	95	58	280	258	1.47755894692719	1.24682845255748e-05	0.0203374190064132
chr1	235020000	235030000	chr1	235120000	235130000	41	22	139	166	1.93331110725335	3.97041368424778e-07	0.0011785052548638
chr1	235030000	235040000	chr1	235060000	235070000	76	53	232	248	1.54833751252323	7.3910268379588e-06	0.0134686383295457
chr1	235030000	235040000	chr1	235110000	235120000	77	47	265	251	1.71875402942996	6.76691156420955e-07	0.00186570161412747
chr1	235050000	235060000	chr1	235080000	235090000	0	0	54	69	8.77638640280201	7.30406137670245e-15	2.22248509570221e-10
chr1	235050000	235060000	chr1	235100000	235110000	34	21	121	125	1.81510329211461	4.04365993038847e-06	0.00824426178790045
chr1	235060000	235070000	chr1	235080000	235090000	132	97	376	404	1.4192855419148	1.17326966237146e-05	0.0196149550949238
chr1	235060000	235070000	chr1	235090000	235100000	124	74	339	361	1.48485282022968	6.06177447191524e-06	0.0113981063990947
chr1	235060000	235070000	chr1	235100000	235110000	94	71	335	382	1.76706525126875	1.24844577959155e-07	0.000447133089799235
chr1	235060000	235070000	chr1	235110000	235120000	163	129	480	467	1.34638117848465	2.0664172563849e-05	0.0303744096304442
chr1	235060000	235070000	chr1	235120000	235130000	78	60	260	283	1.62344122826493	2.03315133758745e-06	0.00465252566606271
chr1	235060000	235070000	chr1	235140000	235150000	71	57	216	228	1.43980667497401	3.32523844209376e-05	0.0447264958087462
chr1	235080000	235090000	chr1	235100000	235110000	73	58	318	362	2.02015010699271	3.31158241634151e-09	1.95329212732989e-05
chr1	235080000	235090000	chr1	235120000	235130000	56	41	241	272	2.05058848487384	7.33859279084087e-09	3.86874257910833e-05
chr1	235080000	235090000	chr1	235140000	235150000	48	42	166	176	1.5661713085633	1.79089621587802e-05	0.0270543435351308
chr1	235080000	235090000	chr1	235180000	235190000	10	0	45	52	2.93196868280134	6.17027831926344e-07	0.00171340844253913
chr1	235090000	235100000	chr1	235120000	235130000	95	70	337	351	1.71073973766551	2.95353161436605e-07	0.000922336303379632
chr1	235090000	235100000	chr1	235140000	235150000	96	58	256	272	1.43891247741726	2.11306646034176e-05	0.0309967284444537
chr1	235100000	235110000	chr1	235120000	235130000	193	126	859	903	2.12486307282145	1.02546720048278e-11	1.19104317026783e-07
chr1	235100000	235110000	chr1	235140000	235150000	115	97	561	594	2.08865899652081	1.01874567841493e-10	9.15423491156297e-07
chr1	235100000	235110000	chr1	235180000	235190000	41	37	193	190	1.93543230883005	1.68427619961884e-07	0.000574648659596268
chr1	235100000	235110000	chr1	235240000	235250000	42	42	238	277	2.24749081262641	4.81313693122206e-10	3.60168695044664e-06
chr1	235100000	235110000	chr1	235250000	235260000	33	12	98	106	1.85066983155751	7.44556056712939e-06	0.0135165443241992
chr1	235110000	235120000	chr1	235130000	235140000	278	203	747	828	1.36320714822961	7.33057031729617e-06	0.0133645184134316
chr1	235110000	235120000	chr1	235140000	235150000	325	267	1143	1310	1.69441778190742	1.78842189988156e-08	8.47003765471507e-05
chr1	235110000	235120000	chr1	235150000	235160000	189	138	645	765	1.75832932301085	1.63145625633403e-08	7.78987756495194e-05
chr1	235110000	235120000	chr1	235160000	235170000	102	75	297	307	1.42217631315912	2.07317393774903e-05	0.030468164032259
chr1	235110000	235120000	chr1	235180000	235190000	129	70	351	415	1.61071465840292	8.44073265469579e-07	0.00221681239298367
chr1	235110000	235120000	chr1	235240000	235250000	135	95	449	509	1.71093415152116	1.08643274489643e-07	0.000392003280144159
chr1	235120000	235130000	chr1	235140000	235150000	238	172	1181	1286	2.24170968076137	3.61322445883401e-13	7.35736936323409e-09
chr1	235120000	235130000	chr1	235150000	235160000	127	77	514	555	2.05125434823302	2.54838229194667e-10	2.05423596304735e-06
chr1	235120000	235130000	chr1	235180000	235190000	52	34	254	301	2.34142818973426	6.08119628455111e-11	5.82008007858567e-07
chr1	235120000	235130000	chr1	235240000	235250000	70	43	287	321	2.08506534669511	1.94396657054021e-09	1.22546359153509e-05
chr1	235120000	235130000	chr1	235250000	235260000	29	34	132	122	1.64024911832687	2.35428807600211e-05	0.0338035528927799
chr1	235120000	235130000	chr1	235260000	235270000	23	17	105	94	1.96159310981329	3.71967238081712e-06	0.00765113668441997
chr1	235140000	235150000	chr1	235160000	235170000	103	57	283	291	1.509772714294	7.01741793924077e-06	0.0128805199017042
chr1	235140000	235150000	chr1	235180000	235190000	85	53	285	324	1.79926716332374	1.30266329473563e-07	0.000464650509466575
chr1	235140000	235150000	chr1	235240000	235250000	77	51	298	337	1.96457223470012	9.60071075735286e-09	4.93726975587192e-05
chr1	235150000	235160000	chr1	235180000	235190000	76	0	286	383	2.85942054391008	1.34567473127885e-15	4.77285810676386e-11
chr1	235150000	235160000	chr1	235240000	235250000	56	49	221	251	1.80727916827881	3.26321244989073e-07	0.00101034448450265
chr1	235160000	235170000	chr1	235180000	235190000	39	0	182	174	2.89546581584306	2.61619902506661e-13	5.48534361774739e-09
chr1	235180000	235190000	chr1	235240000	235250000	33	21	190	144	2.2865655437039	2.90615489214482e-09	1.72228908748147e-05
chr1	236000000	236010000	chr1	236040000	236050000	0	26	93	119	2.59222463166653	9.35105837240249e-09	4.8218186909092e-05
chr1	236020000	236030000	chr1	236040000	236050000	230	150	611	741	1.48799481120671	1.36375922016649e-06	0.00334103912154072
chr1	236030000	236040000	chr1	236100000	236110000	113	71	325	293	1.41106331848709	2.16403826959687e-05	0.0316245908280042
chr1	236030000	236040000	chr1	236110000	236120000	69	47	189	235	1.5205590972184	1.5901113017555e-05	0.0249881177348293
chr1	236040000	236050000	chr1	236060000	236070000	61	52	242	262	1.79837940736113	2.80154531894149e-07	0.000876915702709301
chr1	236040000	236050000	chr1	236070000	236080000	0	32	177	217	3.18597348245483	1.294403343905e-14	3.64901548384989e-10
chr1	236040000	236050000	chr1	236090000	236100000	0	32	183	206	3.16914423622099	1.85157075501918e-14	5.00923802742666e-10
chr1	236040000	236050000	chr1	236100000	236110000	83	60	278	314	1.69945376328841	6.17293388093942e-07	0.00171402762524912
chr1	236040000	236050000	chr1	236110000	236120000	25	35	139	163	1.94827612012046	3.95298353650732e-07	0.00117389089156123
chr1	236040000	236050000	chr1	236120000	236130000	0	15	104	107	3.39352094667177	7.35850171700488e-12	8.84012706891963e-08
chr1	236040000	236050000	chr1	236140000	236150000	0	19	79	94	2.75800333203968	2.40131276900178e-08	0.000109217109112278
chr1	236280000	236290000	chr1	236550000	236560000	9	4	50	40	2.43640399679101	2.44126236445352e-05	0.0348584002314918
chr1	236530000	236540000	chr1	236550000	236560000	22	31	100	122	1.6826708808136	3.08609879496417e-05	0.0418215317995247
chr1	236530000	236540000	chr1	236560000	236570000	0	14	46	63	2.52988349846198	5.08110766694415e-06	0.00987957871991453
chr1	236550000	236560000	chr1	236570000	236580000	34	32	105	157	1.61900752590258	2.57758922739441e-05	0.0358277426691274
chr1	236960000	236970000	chr1	237020000	237030000	0	0	60	42	8.51724327817649	8.4676347458357e-13	1.4673955373404e-08
chr1	236960000	236970000	chr1	237030000	237040000	0	0	0	34	6.90218181475375	1.24310747123978e-05	0.0202808336448912
chr1	236990000	237000000	chr1	237020000	237030000	0	0	47	48	8.40856436197978	4.60220068158593e-12	5.8796494886117e-08
chr1	237000000	237010000	chr1	237020000	237030000	0	0	65	67	8.88176799798608	7.75645071625329e-16	2.90021469213231e-11
chr1	237020000	237030000	chr1	237040000	237050000	0	0	33	41	8.04608867979209	8.48899971094287e-11	7.75439207224003e-07
chr1	239850000	239860000	chr1	239870000	239880000	0	0	47	58	8.54931453120308	4.92554445445957e-13	9.42756679296823e-09
chr1	244500000	244510000	chr1	244570000	244580000	23	0	55	72	2.15305166025537	5.61148284053304e-06	0.0108074711095906
chr1	244510000	244520000	chr1	244540000	244550000	0	0	37	28	7.86794825352766	1.02807475036761e-09	7.02180636176001e-06
chr1	244510000	244520000	chr1	244570000	244580000	8	0	35	38	2.83706267919615	1.50844814398692e-05	0.0239318205078845
chr10	3500000	3510000	chr10	3520000	3530000	0	0	44	31	8.07479149547081	6.02043352579358e-11	5.77874627948844e-07
chr10	3570000	3580000	chr10	3590000	3600000	0	0	31	25	7.65284603764286	1.3500631162662e-08	6.63030374891687e-05
chr10	3830000	3840000	chr10	3900000	3910000	0	21	81	94	2.62872608432044	4.82372363433698e-08	0.000198960510952772
chr10	3860000	3870000	chr10	3900000	3910000	0	0	143	166	10.104877352228	1.19227759091221e-28	5.43415396838858e-23
chr10	3880000	3890000	chr10	3900000	3910000	0	0	170	200	10.3642994569662	6.17088877550367e-32	4.38107354241942e-26
chr10	3890000	3900000	chr10	3920000	3930000	0	0	114	118	9.69398637145368	9.86018937968074e-24	1.74051911237037e-18
chr10	3890000	3900000	chr10	3930000	3940000	48	0	88	101	1.69289603534499	3.18882422253179e-05	0.043088880270702
chr10	3900000	3910000	chr10	3920000	3930000	0	0	239	283	10.8603270840774	3.52193433257689e-38	6.44455390681312e-32
chr10	3900000	3910000	chr10	3930000	3940000	59	0	174	178	2.29715733437294	1.14574667224269e-09	7.6325612430366e-06
chr10	3900000	3910000	chr10	3940000	3950000	0	0	89	107	9.44831069090618	3.97203970763506e-21	4.33332739739994e-16
chr10	3900000	3910000	chr10	3960000	3970000	25	0	62	79	2.18639333403268	2.22932292522828e-06	0.00497722708933415
chr10	3900000	3910000	chr10	4080000	4090000	0	0	25	35	7.74290059793253	5.05125066410466e-09	2.81641086093384e-05
chr10	3920000	3930000	chr10	3940000	3950000	0	0	68	77	9.01535570917905	4.8913224492681e-17	2.35252974393512e-12
chr10	3920000	3930000	chr10	3960000	3970000	13	0	64	67	2.99742862368421	1.04407089755584e-08	5.23157493603595e-05
chr10	3930000	3940000	chr10	3950000	3960000	50	0	89	104	1.66521175787718	3.48179431351442e-05	0.0465352907353596
chr10	5310000	5320000	chr10	5330000	5340000	142	96	36	41	-1.96753826349172	2.21072015517204e-07	0.000724778094400671
chr10	5310000	5320000	chr10	5340000	5350000	48	43	24	0	-2.24895740202529	8.82246830021999e-06	0.0153948974223181
chr10	5330000	5340000	chr10	5360000	5370000	107	97	36	44	-1.70945923354733	8.33411076134595e-06	0.014899227125251
chr10	5480000	5490000	chr10	5660000	5670000	24	0	56	92	2.30851039108561	5.92329700119288e-07	0.00164664220703681
chr10	5480000	5490000	chr10	5670000	5680000	13	0	53	54	2.70934640794054	7.42486737658902e-07	0.00199838193198419
chr10	5670000	5680000	chr10	5700000	5710000	0	0	39	44	8.21267837040536	7.23977020912512e-12	8.74427395920828e-08
chr10	5820000	5830000	chr10	5840000	5850000	60	0	0	0	-7.99789198996527	3.61689879552607e-10	2.78772942098962e-06
chr10	6090000	6100000	chr10	6160000	6170000	26	0	64	70	2.06130423720447	8.07260091480197e-06	0.0145330426685112
chr10	6090000	6100000	chr10	6170000	6180000	44	0	104	119	2.05203133415575	3.72264558842105e-07	0.00113127565869237
chr10	6150000	6160000	chr10	6170000	6180000	65	0	143	174	2.00722963945863	8.40960072234722e-08	0.000316392285928089
chr10	6480000	6490000	chr10	6520000	6530000	0	0	32	0	6.87848529560596	1.69649534866507e-05	0.0260676718822397
chr10	6520000	6530000	chr10	6560000	6570000	0	0	42	58	8.47723374283572	1.51891015570247e-12	2.34995248491204e-08
chr10	7140000	7150000	chr10	7160000	7170000	0	0	38	22	7.75716450762485	3.85501286628206e-09	2.2153991241888e-05
chr10	8290000	8300000	chr10	8480000	8490000	13	0	38	53	2.47348392502063	1.18240057562662e-05	0.019642285208988
chr10	8320000	8330000	chr10	8400000	8410000	8	0	30	46	2.88880840555654	9.36438039948966e-06	0.0161667244725616
chr10	8360000	8370000	chr10	8400000	8410000	37	25	127	127	1.68629840229186	1.28421085753453e-05	0.0206947795975347
chr10	8370000	8380000	chr10	8400000	8410000	104	56	263	278	1.42532525542133	2.41984960531497e-05	0.0346571397681889
chr10	8380000	8390000	chr10	8400000	8410000	0	0	144	125	9.91052234595896	2.83568443359333e-26	7.71312680347571e-21
chr10	8380000	8390000	chr10	8450000	8460000	10	0	41	42	2.71192729022539	7.92724661342145e-06	0.0142886153368739
chr10	8380000	8390000	chr10	8470000	8480000	0	0	30	0	6.78604059661625	2.62422063554489e-05	0.0362245030139256
chr10	8380000	8390000	chr10	8480000	8490000	12	0	50	57	2.81882225296228	3.89972076463403e-07	0.00115961356925814
chr10	8390000	8400000	chr10	8410000	8420000	0	0	0	75	8.0351937432894	8.93485133494655e-11	8.0646729414588e-07
chr10	8400000	8410000	chr10	8420000	8430000	35	0	91	119	2.28461429209436	6.26086530849201e-08	0.000247024916742977
chr10	8400000	8410000	chr10	8450000	8460000	14	0	73	42	2.71830953207015	2.96607650406024e-07	0.000926110169964015
chr10	8400000	8410000	chr10	8470000	8480000	0	0	49	54	8.52357931138369	6.79027515547725e-13	1.20557499323251e-08
chr10	8400000	8410000	chr10	8480000	8490000	26	0	87	76	2.34548079694303	1.94914706433073e-07	0.000647512187916319
chr10	8400000	8410000	chr10	8610000	8620000	0	0	31	35	7.88328886216225	7.75963564480611e-10	5.44301325655051e-06
chr10	8410000	8420000	chr10	8450000	8460000	21	0	64	73	2.39092671905857	5.46765872510705e-07	0.00154007786623199
chr10	8610000	8620000	chr10	8640000	8650000	0	0	40	50	8.3273793745336	1.18957299494652e-12	1.89738924010245e-08
chr10	10960000	10970000	chr10	11210000	11220000	0	0	0	31	6.7703020714491	3.42590337191794e-05	0.0458415592312033
chr10	11030000	11040000	chr10	11210000	11220000	0	0	0	51	7.482255760293	7.39901292309815e-08	0.000280838374407536
chr10	11150000	11160000	chr10	11210000	11220000	0	0	0	201	9.45109176351892	3.41066410316921e-21	3.7310014609504e-16
chr10	11170000	11180000	chr10	11210000	11220000	0	0	0	206	9.48640585242633	1.55154732375519e-21	1.77947625615894e-16
chr10	11210000	11220000	chr10	11230000	11240000	0	0	0	441	10.5810972285431	1.27348496503233e-34	1.50781893344793e-28
chr10	11210000	11220000	chr10	11240000	11250000	0	0	0	403	10.4514580913135	5.20627322780747e-33	4.7633069361708e-27
chr10	11210000	11220000	chr10	11250000	11260000	204	0	428	523	1.97271044538638	1.00487996363111e-09	6.89732130863113e-06
chr10	11210000	11220000	chr10	11270000	11280000	145	0	294	382	1.96383488511072	4.79801290187901e-09	2.69537313288345e-05
chr10	11210000	11220000	chr10	11280000	11290000	113	0	201	266	1.78370826029192	2.65225168125942e-07	0.000855185786514624
chr10	11210000	11220000	chr10	11300000	11310000	0	0	0	196	9.41489012751049	7.56017179153725e-21	7.5707673158839e-16
chr10	11210000	11220000	chr10	11310000	11320000	60	0	120	160	1.93965749755998	2.75840773212142e-07	0.000865970517998197
chr10	11210000	11220000	chr10	11320000	11330000	0	0	0	85	8.21483079068165	7.18672013760362e-12	8.70894188272782e-08
chr10	11210000	11220000	chr10	11480000	11490000	16	0	55	70	2.63782932712192	2.2430972307643e-07	0.000734734619810465
