axis	evidence	population	settings	treatments	names_entity	authors	title	venue	year	cited	pmid	doi	pmcid	url	local_fulltext	status
core_lph	case_report	pediatric	tumor_posterior_fossa;skull_base_csf_leak;lumbar_puncture_or_drain;shunt_dependent_prior;aqueductal_obstructive	subzero_evd;titrated_evd;neck_wrapping;shunt_or_valve;icp_monitoring;csf_leak_repair	yes	Hoffman BL, Chandran AS, Laughlin S, Ibrahim GM.	Lumbar puncture-induced negative-pressure hydrocephalus in a child with a ventriculoperitoneal shunt and ventricular obstruction: illustrative case	Journal of neurosurgery. Case lessons	2026	0	42224725	10.3171/case2654	PMC13224972	https://pmc.ncbi.nlm.nih.gov/articles/PMC13224972/	fulltext/hoffman_2026_pmid42224725.xml	oa_xml
core_lph	case_report	adult	craniectomy_skin_flap;infection_inflammatory;trauma;intraventricular_hemorrhage;shunt_dependent_prior	subzero_evd;titrated_evd;neck_wrapping;etv;shunt_or_valve;pharmacologic	yes	Salam S, Quintero-Consuegra M, Ryan MV, Vargas E, Garcia C, Wong S, Rejali M, Babadjouni R, Mamelak AN.	Theophylline can resolve refractory acute negative-pressure hydrocephalus: illustrative case	Journal of neurosurgery. Case lessons	2025	0	40418891	10.3171/case2554	PMC12105587	https://pmc.ncbi.nlm.nih.gov/articles/PMC12105587/	fulltext/salam_2025_pmid40418891.xml	oa_xml
core_lph	case_report	unspecified	craniectomy_skin_flap;trauma;aqueductal_obstructive	elastography_imaging	yes	Bateman GA, Bateman AR.	The Pathophysiology of Sinking Flap Syndrome Associated with Low-Pressure Hydrocephalus: A Case Study Suggests a New Hypothesis	Journal of clinical medicine	2026	0	42355921	10.3390/jcm15124753		https://pubmed.ncbi.nlm.nih.gov/42355921/		metadata_only
core_lph	case_report	unspecified	craniectomy_skin_flap;trauma;aqueductal_obstructive	elastography_imaging	yes	Bateman GA, Bateman AR.	A Case of Sinking Flap Syndrome Associated with Low-Pressure Hydrocephalus: Clues to the Pathophysiology Suggests a New Hypothesis	Preprints.org	2026	0		10.20944/preprints202605.1686.v1		https://doi.org/10.20944/preprints202605.1686.v1		metadata_only
core_lph	case_series_or_cohort	unspecified	shunt_dependent_prior	shunt_or_valve	no	Foltz EL, Blanks J, Meyer R.	Hydrocephalus: the zero ICP ventricle shunt (ZIPS) to control gravity shunt flow. A clinical study in 56 patients	Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery	1994	4	8194062	10.1007/bf00313584		https://pubmed.ncbi.nlm.nih.gov/8194062/		metadata_only
core_lph	experimental	unspecified	skull_base_csf_leak		no	Pomeranz S, Beni L, Shalit MN.	The effect of intracranial hypotension on cerebral blood flow in a feline model	Acta neurochirurgica	1993	5	8333302	10.1007/bf01446996		https://pubmed.ncbi.nlm.nih.gov/8333302/		metadata_only
core_lph	review	unspecified			yes	Lin Z, Feng H, Zhang W, Xiao G, Chen J, Liu Z.	Correct understanding of the definition and management strategies for refractory hydrocephalus	Chinese neurosurgical journal	2025	0	40826122	10.1186/s41016-025-00403-9	PMC12359874	https://pmc.ncbi.nlm.nih.gov/articles/PMC12359874/	fulltext/lin_2025_pmid40826122.xml	oa_xml
core_lph	case_report	unspecified	lumbar_puncture_or_drain;shunt_dependent_prior	shunt_or_valve;csf_leak_repair	yes	Koenig N, Howell S, Kohli A, Shepherd J.	Headache and Neurological Symptoms Following Lumbar Puncture in a Patient With a Ventriculoperitoneal Shunt	Cureus	2025	0	41357016	10.7759/cureus.97293	PMC12680287	https://pmc.ncbi.nlm.nih.gov/articles/PMC12680287/	fulltext/koenig_2025_pmid41357016.xml	oa_xml
core_lph	case_report	unspecified	sah_aneurysm;aqueductal_obstructive		yes	Wang J, Balu R, Chitale A, Waziri A, Altaweel LR.	Continuous quantitative electroencephalography for early detection of acute low-pressure obstructive hydrocephalus in aneurysmal subarachnoid hemorrhage: illustrative case	Journal of neurosurgery. Case lessons	2024	0	39740216	10.3171/case24612	PMC11694188	https://pmc.ncbi.nlm.nih.gov/articles/PMC11694188/	fulltext/wang_2024_pmid39740216.xml	oa_xml
core_lph	computational_model	unspecified	craniectomy_skin_flap		yes	Wang J, Lu P.	A Mathematical Model to Simulate Intracranial Pressure and Unified Interpretation of Several Disease Entities	bioRxiv	2020	0		10.1101/2020.05.31.120071		https://doi.org/10.1101/2020.05.31.120071		metadata_only
core_lph	case_report	adult	shunt_dependent_prior;aqueductal_obstructive	shunt_or_valve	no	Gnanalingham KK, Watkins L, Goadsby PJ.	14 mmHg: a case of raised intracranial pressure?	British journal of neurosurgery	2004	1	15327239	10.1080/02688690410001732814		https://pubmed.ncbi.nlm.nih.gov/15327239/		metadata_only
mechanism_biomechanics	imaging_physiology_study	unspecified	aqueductal_obstructive	neck_wrapping;elastography_imaging	yes	Hatt A, Cheng S, Tan K, Sinkus R, Bilston LE.	MR Elastography Can Be Used to Measure Brain Stiffness Changes as a Result of Altered Cranial Venous Drainage During Jugular Compression	AJNR. American journal of neuroradiology	2015	43	26045579	10.3174/ajnr.a4361	PMC7965045	https://pmc.ncbi.nlm.nih.gov/articles/PMC7965045/		oa_unavailable
mechanism_biomechanics	clinical_or_mechanistic_study	pediatric		subzero_evd	no	Welch K.	The intracranial pressure in infants	Journal of neurosurgery	1980	100	7373397	10.3171/jns.1980.52.5.0693		https://pubmed.ncbi.nlm.nih.gov/7373397/		metadata_only
mechanism_biomechanics	review	adult		positioning	no	Barami K.	Cerebral venous overdrainage: an under-recognized complication of cerebrospinal fluid diversion	Neurosurgical focus	2016	30	27581321	10.3171/2016.6.focus16172		https://pubmed.ncbi.nlm.nih.gov/27581321/		metadata_only
mechanism_biomechanics	case_series_or_cohort	pediatric			no	Sainz LV, Zipfel J, Kerscher SR, Weichselbaum A, Bevot A, Schuhmann MU.	"Cerebro-venous hypertension: a frequent cause of so-called ""external hydrocephalus"" in infants"	Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery	2019	15	30474714	10.1007/s00381-018-4007-3		https://pubmed.ncbi.nlm.nih.gov/30474714/		metadata_only
mechanism_biomechanics	computational_model	unspecified			no	Kim H, Jeong EJ, Park DH, Czosnyka Z, Yoon BC, Kim K, Czosnyka M, Kim DJ.	Finite element analysis of periventricular lucency in hydrocephalus: extravasation or transependymal CSF absorption?	Journal of neurosurgery	2016	20	26274984	10.3171/2014.11.jns141382		https://pubmed.ncbi.nlm.nih.gov/26274984/		metadata_only
mechanism_biomechanics	clinical_or_mechanistic_study	unspecified	aqueductal_obstructive	active_pump_shunt;elastography_imaging	no	Nozaleda GL, Coenen W, Haughton V, Sánchez AL.	Arterial pulsations and transmantle pressure synergetically drive glymphatic flow	Scientific reports	2025	14	40258946	10.1038/s41598-025-97631-x	PMC12012223	https://pmc.ncbi.nlm.nih.gov/articles/PMC12012223/	fulltext/nozaleda_2025_pmid40258946.xml	oa_xml
mechanism_biomechanics	experimental	unspecified			no	Shulyakov AV, Buist RJ, Del Bigio MR.	Intracranial biomechanics of acute experimental hydrocephalus in live rats	Neurosurgery	2012	19	22806081	10.1227/neu.0b013e3182690a0c		https://pubmed.ncbi.nlm.nih.gov/22806081/		metadata_only
mechanism_biomechanics	computational_model	unspecified	lumbar_puncture_or_drain	shunt_or_valve;elastography_imaging	no	Solamen LM, McGarry MDJ, Fried J, Weaver JB, Lollis SS, Paulsen KD.	Poroelastic Mechanical Properties of the Brain Tissue of Normal Pressure Hydrocephalus Patients During Lumbar Drain Treatment Using Intrinsic Actuation MR Elastography	Academic radiology	2021	22	32331966	10.1016/j.acra.2020.03.009	PMC7575616	https://pmc.ncbi.nlm.nih.gov/articles/PMC7575616/		oa_unavailable
mechanism_biomechanics	computational_model	unspecified	aqueductal_obstructive		no	Chou D, Vardakis JC, Guo L, Tully BJ, Ventikos Y.	A fully dynamic multi-compartmental poroelastic system: Application to aqueductal stenosis	Journal of biomechanics	2016	18	26671218	10.1016/j.jbiomech.2015.11.025		https://pubmed.ncbi.nlm.nih.gov/26671218/		metadata_only
mechanism_biomechanics	imaging_physiology_study	unspecified	shunt_dependent_prior	shunt_or_valve;elastography_imaging	no	Wagshul ME, McAllister JP, Limbrick DD, Yang S, Mowrey W, Goodrich JT, Meiri A, Morales DM, Kobets A, Abbott R.	MR Elastography demonstrates reduced white matter shear stiffness in early-onset hydrocephalus	NeuroImage. Clinical	2021	17	33631603	10.1016/j.nicl.2021.102579	PMC7905205	https://pmc.ncbi.nlm.nih.gov/articles/PMC7905205/	fulltext/wagshul_2021_pmid33631603.xml	oa_xml
mechanism_biomechanics	case_report	pediatric	trauma		no	Rekate HL.	The usefulness of mathematical modeling in hydrocephalus research	Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery	1994	17	8194056	10.1007/bf00313579		https://pubmed.ncbi.nlm.nih.gov/8194056/		metadata_only
mechanism_biomechanics	experimental	unspecified	aqueductal_obstructive	elastography_imaging	no	Jugé L, Pong AC, Bongers A, Sinkus R, Bilston LE, Cheng S.	Changes in Rat Brain Tissue Microstructure and Stiffness during the Development of Experimental Obstructive Hydrocephalus	PloS one	2016	29	26848844	10.1371/journal.pone.0148652	PMC4743852	https://pmc.ncbi.nlm.nih.gov/articles/PMC4743852/	fulltext/jug_2016_pmid26848844.xml	oa_xml
mechanism_biomechanics	case_series_or_cohort	pediatric		elastography_imaging	no	Dirrichs T, Meiser N, Panek A, Trepels-Kottek S, Orlikowsky T, Kuhl CK, Schrading S.	Transcranial Shear Wave Elastography of Neonatal and Infant Brains for Quantitative Evaluation of Increased Intracranial Pressure	Investigative radiology	2019	23	31464808	10.1097/rli.0000000000000602		https://pubmed.ncbi.nlm.nih.gov/31464808/		metadata_only
mechanism_biomechanics	review	unspecified		shunt_or_valve;elastography_imaging	no	Aunan-Diop JS, Pedersen CB, Halle B, Jensen U, Munthe S, Harbo F, Johannsson B, Poulsen FR.	Magnetic resonance elastography in normal pressure hydrocephalus-a scoping review	Neurosurgical review	2022	14	34687356	10.1007/s10143-021-01669-0		https://pubmed.ncbi.nlm.nih.gov/34687356/		metadata_only
mechanism_biomechanics	experimental	unspecified		titrated_evd	no	Shulyakov AV, Cenkowski SS, Buist RJ, Del Bigio MR.	Age-dependence of intracranial viscoelastic properties in living rats	Journal of the mechanical behavior of biomedical materials	2011	33	21316637	10.1016/j.jmbbm.2010.12.012		https://pubmed.ncbi.nlm.nih.gov/21316637/		metadata_only
mechanism_biomechanics	case_series_or_cohort	unspecified	shunt_dependent_prior	shunt_or_valve;elastography_imaging	no	Fattahi N, Arani A, Perry A, Meyer F, Manduca A, Glaser K, Senjem ML, Ehman RL, Huston J.	MR Elastography Demonstrates Increased Brain Stiffness in Normal Pressure Hydrocephalus	AJNR. American journal of neuroradiology	2016	71	26542235	10.3174/ajnr.a4560	PMC4792773	https://pmc.ncbi.nlm.nih.gov/articles/PMC4792773/		oa_unavailable
mechanism_biomechanics	computational_model	unspecified			no	Taylor Z, Miller K.	Reassessment of brain elasticity for analysis of biomechanisms of hydrocephalus	Journal of biomechanics	2004	136	15212932	10.1016/j.jbiomech.2003.11.027		https://pubmed.ncbi.nlm.nih.gov/15212932/		metadata_only
mechanism_biomechanics	case_series_or_cohort	adult	shunt_dependent_prior	shunt_or_valve;icp_monitoring	no	Czosnyka M, Whitehouse H, Smielewski P, Simac S, Pickard JD.	Testing of cerebrospinal compensatory reserve in shunted and non-shunted patients: a guide to interpretation based on an observational study	Journal of neurology, neurosurgery, and psychiatry	1996	73	8778261	10.1136/jnnp.60.5.549	PMC486369	https://pmc.ncbi.nlm.nih.gov/articles/PMC486369/		oa_unavailable
mechanism_biomechanics	case_series_or_cohort	unspecified		icp_monitoring	no	Czosnyka M, Czosnyka ZH, Whitfield PC, Donovan T, Pickard JD.	Age dependence of cerebrospinal pressure-volume compensation in patients with hydrocephalus	Journal of neurosurgery	2001	68	11235954	10.3171/jns.2001.94.3.0482		https://pubmed.ncbi.nlm.nih.gov/11235954/		metadata_only
mechanism_biomechanics	case_series_or_cohort	adult	sah_aneurysm;shunt_dependent_prior;aqueductal_obstructive	shunt_or_valve;icp_monitoring	no	Kim DJ, Czosnyka Z, Keong N, Radolovich DK, Smielewski P, Sutcliffe MP, Pickard JD, Czosnyka M.	Index of cerebrospinal compensatory reserve in hydrocephalus	Neurosurgery	2009	58	19240611	10.1227/01.neu.0000338434.59141.89		https://pubmed.ncbi.nlm.nih.gov/19240611/		metadata_only
mechanism_biomechanics	clinical_or_mechanistic_study	adult	aqueductal_obstructive		no	Stephensen H, Tisell M, Wikkelsö C.	There is no transmantle pressure gradient in communicating or noncommunicating hydrocephalus	Neurosurgery	2002	84	11904027	10.1097/00006123-200204000-00016		https://pubmed.ncbi.nlm.nih.gov/11904027/		metadata_only
mechanism_biomechanics	case_series_or_cohort	adult		elastography_imaging	no	Streitberger KJ, Wiener E, Hoffmann J, Freimann FB, Klatt D, Braun J, Lin K, McLaughlin J, Sprung C, Klingebiel R, Sack I.	In vivo viscoelastic properties of the brain in normal pressure hydrocephalus	NMR in biomedicine	2011	132	20931563	10.1002/nbm.1602		https://pubmed.ncbi.nlm.nih.gov/20931563/		metadata_only
mechanism_biomechanics	experimental	unspecified			no	Conner ES, Foley L, Black PM.	Experimental normal-pressure hydrocephalus is accompanied by increased transmantle pressure	Journal of neurosurgery	1984	79	6737056	10.3171/jns.1984.61.2.0322		https://pubmed.ncbi.nlm.nih.gov/6737056/		metadata_only
mechanism_biomechanics	imaging_physiology_study	unspecified	shunt_dependent_prior	shunt_or_valve;elastography_imaging	no	Perry A, Graffeo CS, Fattahi N, ElSheikh MM, Cray N, Arani A, Ehman RL, Glaser KJ, Manduca A, Meyer FB, Huston J.	Clinical Correlation of Abnormal Findings on Magnetic Resonance Elastography in Idiopathic Normal Pressure Hydrocephalus	World neurosurgery	2017	44	28063896	10.1016/j.wneu.2016.12.121	PMC5357459	https://pmc.ncbi.nlm.nih.gov/articles/PMC5357459/		oa_unavailable
mechanism_biomechanics	case_series_or_cohort	unspecified		icp_monitoring	no	Eide PK, Saehle T.	Is ventriculomegaly in idiopathic normal pressure hydrocephalus associated with a transmantle gradient in pulsatile intracranial pressure?	Acta neurochirurgica	2010	43	20130957	10.1007/s00701-010-0605-x		https://pubmed.ncbi.nlm.nih.gov/20130957/		metadata_only
mechanism_biomechanics	case_series_or_cohort	unspecified		shunt_or_valve;elastography_imaging	no	Karki P, Murphy MC, Cogswell PM, Senjem ML, Graff-Radford J, Elder BD, Perry A, Graffeo CS, Meyer FB, Jack CR, Ehman RL, Huston J.	Prediction of Surgical Outcomes in Normal Pressure Hydrocephalus by MR Elastography	AJNR. American journal of neuroradiology	2024	10	38272572	10.3174/ajnr.a8108	PMC11286123	https://pmc.ncbi.nlm.nih.gov/articles/PMC11286123/		oa_unavailable
mechanism_biomechanics	review	adult			no	Duy PQ, Mehta NH, Kahle KT.	Biomechanical instability of the brain-CSF interface in hydrocephalus	Brain : a journal of neurology	2024	13	38798141	10.1093/brain/awae155	PMC11449143	https://pmc.ncbi.nlm.nih.gov/articles/PMC11449143/		oa_unavailable
mechanism_biomechanics	case_series_or_cohort	unspecified		elastography_imaging	no	ElSheikh M, Arani A, Perry A, Boeve BF, Meyer FB, Savica R, Ehman RL, Huston J.	MR Elastography Demonstrates Unique Regional Brain Stiffness Patterns in Dementias	AJR. American journal of roentgenology	2017	75	28570101	10.2214/ajr.16.17455	PMC5597304	https://pmc.ncbi.nlm.nih.gov/articles/PMC5597304/		oa_unavailable
mechanism_biomechanics	systematic_review	unspecified		elastography_imaging	no	Coelho A, Sousa N.	Magnetic resonance elastography of the ageing brain in normal and demented populations: A systematic review	Human brain mapping	2022	29	35488708	10.1002/hbm.25891	PMC9374877	https://pmc.ncbi.nlm.nih.gov/articles/PMC9374877/	fulltext/coelho_2022_pmid35488708.xml	oa_xml
mechanism_biomechanics	systematic_review	pediatric	tumor_posterior_fossa	elastography_imaging	no	Hersh AM, Weber-Levine C, Jiang K, Young L, Kerensky M, Routkevitch D, Tsehay Y, Perdomo-Pantoja A, Judy BF, Lubelski D, Theodore N, Manbachi A.	Applications of elastography in operative neurosurgery: A systematic review	Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia	2022	10	35933785	10.1016/j.jocn.2022.07.019	PMC11023619	https://pmc.ncbi.nlm.nih.gov/articles/PMC11023619/		oa_unavailable
mechanism_biomechanics	computational_model	unspecified	aqueductal_obstructive		no	Peña A, Bolton MD, Whitehouse H, Pickard JD.	Effects of brain ventricular shape on periventricular biomechanics: a finite-element analysis	Neurosurgery	1999	55	10414573	10.1097/00006123-199907000-00026		https://pubmed.ncbi.nlm.nih.gov/10414573/		metadata_only
mechanism_biomechanics	case_series_or_cohort	unspecified	aqueductal_obstructive	shunt_or_valve	no	Bateman GA, Loiselle AM.	Can MR measurement of intracranial hydrodynamics and compliance differentiate which patient with idiopathic normal pressure hydrocephalus will improve following shunt insertion?	Acta neurochirurgica	2007	37	17406777	10.1007/s00701-007-1142-0		https://pubmed.ncbi.nlm.nih.gov/17406777/		metadata_only
mechanism_biomechanics	case_series_or_cohort	unspecified	shunt_dependent_prior	shunt_or_valve;elastography_imaging	no	Freimann FB, Streitberger KJ, Klatt D, Lin K, McLaughlin J, Braun J, Sprung C, Sack I.	Alteration of brain viscoelasticity after shunt treatment in normal pressure hydrocephalus	Neuroradiology	2012	90	21538046	10.1007/s00234-011-0871-1		https://pubmed.ncbi.nlm.nih.gov/21538046/		metadata_only
mechanism_biomechanics	review	unspecified			no	Orešković D, Radoš M, Klarica M.	Role of choroid plexus in cerebrospinal fluid hydrodynamics	Neuroscience	2017	100	28456718	10.1016/j.neuroscience.2017.04.025		https://pubmed.ncbi.nlm.nih.gov/28456718/		metadata_only
mechanism_biomechanics	case_series_or_cohort	unspecified			no	Bateman GA.	Pulse-wave encephalopathy: a comparative study of the hydrodynamics of leukoaraiosis and normal-pressure hydrocephalus	Neuroradiology	2002	101	12221445	10.1007/s00234-002-0812-0		https://pubmed.ncbi.nlm.nih.gov/12221445/		metadata_only
mechanism_biomechanics	review	pediatric			no	Raimondi AJ.	A unifying theory for the definition and classification of hydrocephalus	Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery	1994	50	8194058	10.1007/bf00313578		https://pubmed.ncbi.nlm.nih.gov/8194058/		metadata_only
mechanism_biomechanics	review	unspecified			no	Orešković D, Klarica M.	Development of hydrocephalus and classical hypothesis of cerebrospinal fluid hydrodynamics: facts and illusions	Progress in neurobiology	2011	104	21641963	10.1016/j.pneurobio.2011.05.005		https://pubmed.ncbi.nlm.nih.gov/21641963/		metadata_only
mechanism_biomechanics	review	pediatric	tumor_posterior_fossa;shunt_dependent_prior	titrated_evd;etv;shunt_or_valve	no	Rekate HL.	Hydrocephalus in infants: the unique biomechanics and why they matter	Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery	2020	16	32488353	10.1007/s00381-020-04683-7		https://pubmed.ncbi.nlm.nih.gov/32488353/		metadata_only
mechanism_biomechanics	computational_model	unspecified		elastography_imaging	no	Murphy MC, Cogswell PM, Trzasko JD, Manduca A, Senjem ML, Meyer FB, Ehman RL, Huston J.	Identification of Normal Pressure Hydrocephalus by Disease-Specific Patterns of Brain Stiffness and Damping Ratio	Investigative radiology	2020	39	32058331	10.1097/rli.0000000000000630	PMC7681913	https://pmc.ncbi.nlm.nih.gov/articles/PMC7681913/		oa_unavailable
mechanism_biomechanics	computational_model	unspecified			no	Dutta-Roy T, Wittek A, Miller K.	Biomechanical modelling of normal pressure hydrocephalus	Journal of biomechanics	2008	38	18534602	10.1016/j.jbiomech.2008.04.014		https://pubmed.ncbi.nlm.nih.gov/18534602/		metadata_only
mechanism_biomechanics	case_report	unspecified		titrated_evd;etv;shunt_or_valve	no	Oi S.	"Classification of hydrocephalus: critical analysis of classification categories and advantages of ""Multi-categorical Hydrocephalus Classification"" (Mc HC)"	Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery	2011	37	21928018	10.1007/s00381-011-1542-6		https://pubmed.ncbi.nlm.nih.gov/21928018/		metadata_only
mechanism_biomechanics	case_series_or_cohort	unspecified		icp_monitoring	no	Sklar FH, Diehl JT, Beyer CW, Clark WK.	Brain elasticity changes with ventriculomegaly	Journal of neurosurgery	1980	33	6893601	10.3171/jns.1980.53.2.0173		https://pubmed.ncbi.nlm.nih.gov/6893601/		metadata_only
mechanism_biomechanics	computational_model	unspecified			no	Bateman GA, Levi CR, Schofield P, Schofield P, Wang Y, Lovett EC.	The venous manifestations of pulse wave encephalopathy: windkessel dysfunction in normal aging and senile dementia	Neuroradiology	2008	96	18379767	10.1007/s00234-008-0374-x		https://pubmed.ncbi.nlm.nih.gov/18379767/		metadata_only
mechanism_biomechanics	experimental	unspecified		elastography_imaging	no	Pattison AJ, Lollis SS, Perriñez PR, Perreard IM, McGarry MD, Weaver JB, Paulsen KD.	Time-harmonic magnetic resonance elastography of the normal feline brain	Journal of biomechanics	2010	25	20655045	10.1016/j.jbiomech.2010.06.008	PMC2963725	https://pmc.ncbi.nlm.nih.gov/articles/PMC2963725/		oa_unavailable
mechanism_biomechanics	experimental	unspecified	craniectomy_skin_flap		no	Shapiro K, Kohn IJ, Takei F, Zee C.	Progressive ventricular enlargement in cats in the absence of transmantle pressure gradients	Journal of neurosurgery	1987	34	3598675	10.3171/jns.1987.67.1.0088		https://pubmed.ncbi.nlm.nih.gov/3598675/		metadata_only
mechanism_biomechanics	case_series_or_cohort	adult		shunt_or_valve	no	Gholampour S, Yamini B, Droessler J, Frim D.	A New Definition for Intracranial Compliance to Evaluate Adult Hydrocephalus After Shunting	Frontiers in bioengineering and biotechnology	2022	20	35979170	10.3389/fbioe.2022.900644	PMC9377221	https://pmc.ncbi.nlm.nih.gov/articles/PMC9377221/	fulltext/gholampour_2022_pmid35979170.xml	oa_xml
mechanism_biomechanics	experimental	unspecified	shunt_dependent_prior;aqueductal_obstructive	shunt_or_valve	no	Fukuhara T, Luciano MG, Brant CL, Klauscie J.	Effects of ventriculoperitoneal shunt removal on cerebral oxygenation and brain compliance in chronic obstructive hydrocephalus	Journal of neurosurgery	2001	27	11302655	10.3171/jns.2001.94.4.0573		https://pubmed.ncbi.nlm.nih.gov/11302655/		metadata_only
mechanism_biomechanics	imaging_physiology_study	mixed	aqueductal_obstructive	elastography_imaging	no	Sincomb SJ, Coenen W, Criado-Hidalgo E, Wei K, King K, Borzage M, Haughton V, Sánchez AL, Lasheras JC.	Transmantle Pressure Computed from MR Imaging Measurements of Aqueduct Flow and Dimensions	AJNR. American journal of neuroradiology	2021	8	34385144	10.3174/ajnr.a7246	PMC8562736	https://pmc.ncbi.nlm.nih.gov/articles/PMC8562736/		oa_unavailable
mechanism_biomechanics	case_series_or_cohort	adult	lumbar_puncture_or_drain	elastography_imaging	no	Cogswell PM, Murphy MC, Madhavan AA, Bhatti MT, Cutsforth-Gregory JK, Senjem ML, Huston J, Chen JJ.	Features of Idiopathic Intracranial Hypertension on MRI With MR Elastography: Prospective Comparison With Control Individuals and Assessment of Postintervention Changes	AJR. American journal of roentgenology	2022	10	35822642	10.2214/ajr.22.27904	PMC10481645	https://pmc.ncbi.nlm.nih.gov/articles/PMC10481645/		oa_unavailable
mechanism_biomechanics	experimental	mixed		shunt_or_valve	no	Li J, McAllister JP, Shen Y, Wagshul ME, Miller JM, Egnor MR, Johnston MG, Haacke EM, Walker ML.	Communicating hydrocephalus in adult rats with kaolin obstruction of the basal cisterns or the cortical subarachnoid space	Experimental neurology	2008	38	18433747	10.1016/j.expneurol.2007.12.030		https://pubmed.ncbi.nlm.nih.gov/18433747/		metadata_only
treatment_techniques	experimental	unspecified		shunt_or_valve	no	Chari A, Czosnyka M, Richards HK, Pickard JD, Czosnyka ZH.	Hydrocephalus shunt technology: 20 years of experience from the Cambridge Shunt Evaluation Laboratory	Journal of neurosurgery	2014	35	24405071	10.3171/2013.11.jns121895		https://pubmed.ncbi.nlm.nih.gov/24405071/		metadata_only
treatment_techniques	experimental	unspecified		shunt_or_valve;icp_monitoring	no	Czosnyka Z, Czosnyka M, Richards HK, Pickard JD.	Laboratory testing of hydrocephalus shunts -- conclusion of the U.K. Shunt evaluation programme	Acta neurochirurgica	2002	27	12111485	10.1007/s00701-002-0922-9		https://pubmed.ncbi.nlm.nih.gov/12111485/		metadata_only
treatment_techniques	case_series_or_cohort	unspecified	sah_aneurysm;intraventricular_hemorrhage	titrated_evd;shunt_or_valve	no	Klopfenstein JD, Kim LJ, Feiz-Erfan I, Hott JS, Goslar P, Zabramski JM, Spetzler RF.	Comparison of rapid and gradual weaning from external ventricular drainage in patients with aneurysmal subarachnoid hemorrhage: a prospective randomized trial	Journal of neurosurgery	2004	78	15086228	10.3171/jns.2004.100.2.0225		https://pubmed.ncbi.nlm.nih.gov/15086228/		metadata_only
treatment_techniques	case_series_or_cohort	unspecified		icp_monitoring	no	Chari A, Dasgupta D, Smedley A, Craven C, Dyson E, Matloob S, Thompson S, Thorne L, Toma AK, Watkins L.	Intraparenchymal intracranial pressure monitoring for hydrocephalus and cerebrospinal fluid disorders	Acta neurochirurgica	2017	42	28799016	10.1007/s00701-017-3281-2	PMC5590032	https://pmc.ncbi.nlm.nih.gov/articles/PMC5590032/	fulltext/chari_2017_pmid28799016.xml	oa_xml
treatment_techniques	case_series_or_cohort	unspecified	sah_aneurysm;shunt_dependent_prior	titrated_evd;shunt_or_valve	no	Akinduro OO, Vivas-Buitrago TG, Haranhalli N, Ganaha S, Mbabuike N, Turnbull MT, Tawk RG, Freeman WD.	Predictors of Ventriculoperitoneal shunting following Subarachnoid Hemorrhage treated with External Ventricular Drainage	Neurocritical care	2020	25	31410771	10.1007/s12028-019-00802-8		https://pubmed.ncbi.nlm.nih.gov/31410771/		metadata_only
treatment_techniques	systematic_review	unspecified	sah_aneurysm;infection_inflammatory	titrated_evd	no	Palasz J, D'Antona L, Farrell S, Elborady MA, Watkins LD, Toma AK.	External ventricular drain management in subarachnoid haemorrhage: a systematic review and meta-analysis	Neurosurgical review	2022	43	34448080	10.1007/s10143-021-01627-w		https://pubmed.ncbi.nlm.nih.gov/34448080/		metadata_only
treatment_techniques	case_series_or_cohort	adult	skull_base_csf_leak;lumbar_puncture_or_drain;infection_inflammatory		no	Bakhshi SK, Suhail N, Mitha R, Moazzam M, Zahid N, Shamim MS.	Lumbar Drain for Temporary Cerebrospinal Fluid Diversion: Factors Related to the Risks of Complications at a University Hospital	World neurosurgery	2020	18	32711138	10.1016/j.wneu.2020.07.120		https://pubmed.ncbi.nlm.nih.gov/32711138/		metadata_only
treatment_techniques	case_series_or_cohort	mixed	skull_base_csf_leak;shunt_dependent_prior	shunt_or_valve	no	Rohde V, Mayfrank L, Ramakers VT, Gilsbach JM.	Four-year experience with the routine use of the programmable Hakim valve in the management of children with hydrocephalus	Acta neurochirurgica	1998	45	9870057	10.1007/s007010050226		https://pubmed.ncbi.nlm.nih.gov/9870057/		metadata_only
treatment_techniques	review	unspecified	sah_aneurysm;trauma;intraventricular_hemorrhage;shunt_dependent_prior	titrated_evd;shunt_or_valve;icp_monitoring	no	Bertuccio A, Marasco S, Longhitano Y, Romenskaya T, Elia A, Mezzini G, Vitali M, Zanza C, Barbanera A.	External Ventricular Drainage: A Practical Guide for Neuro-Anesthesiologists	Clinics and practice	2023	31	36826162	10.3390/clinpract13010020	PMC9955739	https://pmc.ncbi.nlm.nih.gov/articles/PMC9955739/	fulltext/bertuccio_2023_pmid36826162.xml	oa_xml
