category	authors	title	venue	year	pmid	pmcid	doi	url	local_fulltext	notes
C_solid_redosing_trials	Beatty GL et al.	Activity of Mesothelin-Specific Chimeric Antigen Receptor T Cells Against Pancreatic Carcinoma Metastases in a Phase 1 Trial.	Gastroenterology	2018	29567081	PMC6035088	10.1053/j.gastro.2018.03.029	https://doi.org/10.1053/j.gastro.2018.03.029	fulltext/beatty_2018_pmid29567081.xml	Beatty 2018 Gastroenterology: mesothelin mRNA CAR-T pancreatic cancer phase 1 - repeat infusions of a murine-scFv CAR, the ADA-risk setting
C_solid_redosing_trials	Wang Y et al.	CD133-directed CAR T cells for advanced metastasis malignancies: A phase I trial.	Oncoimmunology	2018	29900044	PMC5993480	10.1080/2162402X.2018.1440169	https://doi.org/10.1080/2162402X.2018.1440169	fulltext/wang_2018_pmid29900044.xml	CD133 CAR-T phase 1 in advanced metastatic malignancies
C_solid_redosing_trials	Thistlethwaite FC et al.	The clinical efficacy of first-generation carcinoembryonic antigen (CEACAM5)-specific CAR T cells is limited by poor persistence and transient pre-conditioning-dependent respiratory toxicity.	Cancer Immunol Immunother	2017	28660319	PMC5645435	10.1007/s00262-017-2034-7	https://doi.org/10.1007/s00262-017-2034-7	fulltext/thistlethwaite_2017_pmid28660319.xml	Thistlethwaite 2017: first-generation CEACAM5 CAR-T, poor persistence with preconditioning-related respiratory toxicity
C_solid_redosing_trials	Zhang C et al.	Phase I Escalating-Dose Trial of CAR-T Therapy Targeting CEA+ Metastatic Colorectal Cancers.	Mol Ther	2017	28366766	PMC5417843	10.1016/j.ymthe.2017.03.010	https://doi.org/10.1016/j.ymthe.2017.03.010	not_open_access	Zhang 2017: CEA CAR-T dose escalation in metastatic colorectal cancer with repeat infusions
C_solid_redosing_trials	Ahmed N et al.	HER2-Specific Chimeric Antigen Receptor-Modified Virus-Specific T Cells for Progressive Glioblastoma: A Phase 1 Dose-Escalation Trial.	JAMA Oncol	2017	28426845	PMC5747970	10.1001/jamaoncol.2017.0184	https://doi.org/10.1001/jamaoncol.2017.0184	fulltext/ahmed_2017_pmid28426845.xml	Ahmed 2017 JAMA Oncol: HER2 CAR VST for progressive glioblastoma, up to 6 infusions
C_solid_redosing_trials	Brown CE et al.	Regression of Glioblastoma after Chimeric Antigen Receptor T-Cell Therapy.	N Engl J Med	2016	28029927	PMC5390684	10.1056/NEJMoa1610497	https://doi.org/10.1056/NEJMoa1610497	fulltext/brown_2016_pmid28029927.xml	Brown 2016 NEJM: intracavitary + ICV IL13Ralpha2 CAR-T, 16 infusions
C_solid_redosing_trials	Katz SC et al.	Regional CAR-T cell infusions for peritoneal carcinomatosis are superior to systemic delivery.	Cancer Gene Ther	2016	27080226	PMC5153580	10.1038/cgt.2016.14	https://doi.org/10.1038/cgt.2016.14	fulltext/katz_2016_pmid27080226.xml	Regional CAR-T infusions for peritoneal carcinomatosis superior to systemic
C_solid_redosing_trials	Ahmed N et al.	Human Epidermal Growth Factor Receptor 2 (HER2) -Specific Chimeric Antigen Receptor-Modified T Cells for the Immunotherapy of HER2-Positive Sarcoma.	J Clin Oncol	2015	25800760	PMC4429176	10.1200/JCO.2014.58.0225	https://doi.org/10.1200/JCO.2014.58.0225	not_open_access	Ahmed 2015 JCO: HER2 CAR-T in HER2+ sarcoma - up to 12 infusions without lymphodepletion, the classic repeat-dosing solid tumour trial
C_solid_redosing_trials	Brown CE et al.	Bioactivity and Safety of IL13Rα2-Redirected Chimeric Antigen Receptor CD8+ T Cells in Patients with Recurrent Glioblastoma.	Clin Cancer Res	2015	26059190	PMC4632968	10.1158/1078-0432.CCR-15-0428	https://doi.org/10.1158/1078-0432.CCR-15-0428	fulltext/brown_2015_pmid26059190.xml	Brown 2015 CCR: IL13Ralpha2 CAR CD8 T cells, repeated intracavitary dosing in recurrent GBM
C_solid_redosing_trials	Adusumilli PS et al.	Regional delivery of mesothelin-targeted CAR T cell therapy generates potent and long-lasting CD4-dependent tumor immunity.	Sci Transl Med	2014	25378643	PMC4373413	10.1126/scitranslmed.3010162	https://doi.org/10.1126/scitranslmed.3010162	fulltext/adusumilli_2014_pmid25378643.xml	Adusumilli 2014 STM: regional mesothelin CAR-T delivery rationale
C_solid_redosing_trials	Saied A et al.	Neutrophil:lymphocyte ratios and serum cytokine changes after hepatic artery chimeric antigen receptor-modified T-cell infusions for liver metastases.	Cancer Gene Ther	2014	25277132	PMC4245365	10.1038/cgt.2014.50	https://doi.org/10.1038/cgt.2014.50	fulltext/saied_2014_pmid25277132.xml	Katz: hepatic artery CAR-T infusions, serial cytokine/immune monitoring
D_ritux_pharmacology_schedule	Chen C et al.	The rituximab paradox in rheumatoid arthritis: Re-evaluating B-cell depletion depth and the synovial microenvironment.	Autoimmun Rev	2026	42162633		10.1016/j.autrev.2026.104089	https://doi.org/10.1016/j.autrev.2026.104089	not_open_access	2026 Autoimmun Rev: the rituximab paradox - depth of B-cell depletion vs tissue microenvironment
D_ritux_pharmacology_schedule	Yuan M et al.	Translating B-Cell and Plasma-Cell Targeting from Oncology to Autoimmunity: Modalities, Quantitative Bridging, and a Development Roadmap.	Clin Pharmacol Ther	2026	42244451	PMC13338978	10.1002/cpt.70352	https://doi.org/10.1002/cpt.70352	not_open_access	2026 Clin Pharmacol Ther: quantitative bridging of B-cell and plasma-cell targeting modalities - dose selection framework
D_ritux_pharmacology_schedule	Cao S et al.	Efficacy, safety, and B-cell depletion capacity of 3 rituximab dosing regimens in the treatment of moderate-to-severe pemphigus vulgaris and pemphigus foliaceus: A 52-week clinical trial.	J Am Acad Dermatol	2025	40374120		10.1016/j.jaad.2025.05.1374	https://doi.org/10.1016/j.jaad.2025.05.1374	not_open_access	2025 JAAD: head-to-head comparison of 3 rituximab dosing regimens and B-cell depletion capacity in pemphigus
D_ritux_pharmacology_schedule	Liang H et al.	Dosing optimization of rituximab for primary membranous nephropathy by population pharmacokinetic and pharmacodynamic study.	Front Pharmacol	2024	38595918	PMC11002205	10.3389/fphar.2024.1197651	https://doi.org/10.3389/fphar.2024.1197651	fulltext/liang_2024_pmid38595918.xml	2024 Front Pharmacol: population PK/PD-guided rituximab dose optimisation
D_ritux_pharmacology_schedule	Ciolfi C et al.	Is It Time to Reconsider Rituximab Dosing Regimens for Pemphigus Vulgaris?	Antibodies (Basel)	2024	38247568	PMC10801591	10.3390/antib13010004	https://doi.org/10.3390/antib13010004	fulltext/ciolfi_2024_pmid38247568.xml	2024: should rituximab dosing regimens be reconsidered? (dose/schedule equivalence)
D_ritux_pharmacology_schedule	Hamaya T et al.	Humoral response to SARS-CoV-2 mRNA vaccine on in ABO blood type incompatible kidney transplant recipients treated with low-dose rituximab.	Sci Rep	2023	37699969	PMC10497504	10.1038/s41598-023-42406-5	https://doi.org/10.1038/s41598-023-42406-5	fulltext/hamaya_2023_pmid37699969.xml	Humoral (vaccine) response in rituximab-treated ABO-incompatible kidney transplant recipients - how long the de novo antibody defect lasts after low-dose rituximab
D_ritux_pharmacology_schedule	Shree T et al.	CD20-Targeted Therapy Ablates De Novo Antibody Response to Vaccination but Spares Preestablished Immunity.	Blood Cancer Discov	2022	35015688	PMC9610898	10.1158/2643-3230.BCD-21-0222	https://doi.org/10.1158/2643-3230.BCD-21-0222	not_open_access	2022 Blood Cancer Discov: CD20-targeted therapy ABLATES DE NOVO antibody responses but SPARES pre-established immunity - the single most important timing principle (dose before first CAR exposure, not after ADA appears)
D_ritux_pharmacology_schedule	Blincoe A et al.	Acquired B-cell deficiency secondary to B-cell-depleting therapies.	J Immunol Methods	2022	36372267		10.1016/j.jim.2022.113385	https://doi.org/10.1016/j.jim.2022.113385	not_open_access	2022: acquired B-cell deficiency secondary to B-cell-depleting therapies - duration of hypogammaglobulinaemia/IgG monitoring, the main safety cost
D_ritux_pharmacology_schedule	van Dam LS et al.	Highly Sensitive Flow Cytometric Detection of Residual B-Cells After Rituximab in Anti-Neutrophil Cytoplasmic Antibodies-Associated Vasculitis Patients.	Front Immunol	2020	33384685	PMC7770159	10.3389/fimmu.2020.566732	https://doi.org/10.3389/fimmu.2020.566732	fulltext/van_2020_pmid33384685.xml	2020 Front Immunol: highly sensitive flow cytometry detects residual B cells after rituximab - how to verify depletion before CAR-T
D_ritux_pharmacology_schedule	Ramwadhdoebe TH et al.	Effect of rituximab treatment on T and B cell subsets in lymph node biopsies of patients with rheumatoid arthritis.	Rheumatology (Oxford)	2019	30649469	PMC6532448	10.1093/rheumatology/key428	https://doi.org/10.1093/rheumatology/key428	fulltext/ramwadhdoebe_2019_pmid30649469.xml	2019 Rheumatology: lymph-node biopsies show incomplete nodal B-cell depletion after standard rituximab - argues for deeper/repeated dosing or type-2 anti-CD20
D_ritux_pharmacology_schedule	Hogan J et al.	Effect of different rituximab regimens on B cell depletion and time to relapse in children with steroid-dependent nephrotic syndrome.	Pediatr Nephrol	2019	30109447		10.1007/s00467-018-4052-x	https://doi.org/10.1007/s00467-018-4052-x	not_open_access	2019 Pediatr Nephrol: different rituximab regimens -> different B-cell depletion duration and time to relapse (1 vs 2 vs 4 doses)
D_ritux_pharmacology_schedule	Redfield RR et al.	Safety, pharmacokinetics, and pharmacodynamic activity of obinutuzumab, a type 2 anti-CD20 monoclonal antibody for the desensitization of candidates for renal transplant.	Am J Transplant	2019	31257724	PMC6899639	10.1111/ajt.15514	https://doi.org/10.1111/ajt.15514	fulltext/redfield_2019_pmid31257724.xml	Obinutuzumab (type 2 anti-CD20) PK/PD for desensitisation: deeper tissue depletion than rituximab
D_ritux_pharmacology_schedule	Cornec D et al.	Pharmacokinetics of rituximab and clinical outcomes in patients with anti-neutrophil cytoplasmic antibody associated vasculitis.	Rheumatology (Oxford)	2018	29340623	PMC5888934	10.1093/rheumatology/kex484	https://doi.org/10.1093/rheumatology/kex484	not_open_access	2019 Rheumatology: rituximab PK and clinical outcome in ANCA vasculitis (exposure-response for depletion duration)
D_ritux_pharmacology_schedule	Bhoj VG et al.	Persistence of long-lived plasma cells and humoral immunity in individuals responding to CD19-directed CAR T-cell therapy.	Blood	2016	27166358	PMC4957161	10.1182/blood-2016-01-694356	https://doi.org/10.1182/blood-2016-01-694356	not_open_access	Bhoj 2016 Blood: long-lived plasma cells and humoral immunity PERSIST despite deep CD19-directed B-cell depletion - why anti-CD20 cannot reverse an established anti-CAR titre
D_ritux_pharmacology_schedule	Laws LH et al.	Inflammation Causes Resistance to Anti-CD20-Mediated B Cell Depletion.	Am J Transplant	2016	27265023	PMC5334788	10.1111/ajt.13902	https://doi.org/10.1111/ajt.13902	fulltext/laws_2016_pmid27265023.xml	2016 Am J Transplant: INFLAMMATION causes resistance to anti-CD20-mediated B-cell depletion - directly relevant to CRS/tumour-inflamed CAR-T patients
D_ritux_pharmacology_schedule	Rosenberg AS et al.	A role for plasma cell targeting agents in immune tolerance induction in autoimmune disease and antibody responses to therapeutic proteins.	Clin Immunol	2016	26928739		10.1016/j.clim.2016.02.009	https://doi.org/10.1016/j.clim.2016.02.009	not_open_access	2016 Clin Immunol: role of plasma-cell-targeting agents in immune tolerance induction and ADA to therapeutic proteins
D_ritux_pharmacology_schedule	Turner-Stokes T et al.	Induction treatment of ANCA-associated vasculitis with a single dose of rituximab.	Rheumatology (Oxford)	2014	24609057		10.1093/rheumatology/ket489	https://doi.org/10.1093/rheumatology/ket489	not_open_access	2014 Rheumatology: single-dose rituximab induction - minimum effective schedule data
D_ritux_pharmacology_schedule	Vaidyanathan A et al.	Developmental immunotoxicology assessment of rituximab in cynomolgus monkeys.	Toxicol Sci	2011	20937725		10.1093/toxsci/kfq316	https://doi.org/10.1093/toxsci/kfq316	not_open_access	Rituximab developmental immunotoxicology in cynomolgus monkeys (paediatric-relevant safety)
D_ritux_pharmacology_schedule	Bingham CO et al.	Immunization responses in rheumatoid arthritis patients treated with rituximab: results from a controlled clinical trial.	Arthritis Rheum	2010	20039397		10.1002/art.25034	https://doi.org/10.1002/art.25034	not_open_access	Bingham 2010 Arthritis Rheum: controlled trial of immunization responses in rituximab-treated RA (neoantigen KLH + vaccines) - quantifies the depth/duration of the de novo antibody defect
D_ritux_pharmacology_schedule	St Clair EW	Good and bad memories following rituximab therapy.	Arthritis Rheum	2010	20039422	PMC2806494	10.1002/art.25039	https://doi.org/10.1002/art.25039	fulltext/st_2010_pmid20039422.xml	'Good and bad memories following rituximab therapy' - memory B-cell reconstitution and its timing
D_ritux_pharmacology_schedule	Bearden CM et al.	Rituximab inhibits the in vivo primary and secondary antibody response to a neoantigen, bacteriophage phiX174.	Am J Transplant	2005	15636611		10.1111/j.1600-6143.2003.00646.x	https://doi.org/10.1111/j.1600-6143.2003.00646.x	not_open_access	2005 Am J Transplant: rituximab inhibits primary AND secondary antibody response to the neoantigen bacteriophage phiX174 in humans - best human evidence that anti-CD20 blunts a de novo antibody response to a novel protein
D_ritux_pharmacology_schedule	Vugmeyster Y et al.	Depletion of B cells by a humanized anti-CD20 antibody PRO70769 in Macaca fascicularis.	J Immunother	2005	15838377		10.1097/01.cji.0000155050.03916.04	https://doi.org/10.1097/01.cji.0000155050.03916.04	not_open_access	Humanized anti-CD20 B-cell depletion in Macaca fascicularis: dose-dependence in blood vs lymphoid tissue
D_ritux_pharmacology_schedule	Schröder C et al.	Anti-CD20 treatment depletes B-cells in blood and lymphatic tissue of cynomolgus monkeys.	Transpl Immunol	2003	14551029		10.1016/S0966-3274(03)00059-5	https://doi.org/10.1016/S0966-3274(03)00059-5	not_open_access	Anti-CD20 depletes B cells in blood and lymphatic tissue of cynomolgus monkeys (tissue-compartment depletion kinetics)
D_ritux_pharmacology_schedule	van der Kolk LE et al.	Rituximab treatment results in impaired secondary humoral immune responsiveness.	Blood	2002	12200395			https://pubmed.ncbi.nlm.nih.gov/12200395/	not_open_access	2002 Blood: rituximab impairs secondary humoral responsiveness
D_ritux_pharmacology_schedule	Gonzalez-Stawinski GV et al.	Hapten-induced primary and memory humoral responses are inhibited by the infusion of anti-CD20 monoclonal antibody (IDEC-C2B8, Rituximab).	Clin Immunol	2001	11161973		10.1006/clim.2000.4980	https://doi.org/10.1006/clim.2000.4980	not_open_access	Gonzalez-Stawinski 2001 Clin Immunol: rituximab infusion inhibits HAPTEN-induced PRIMARY and memory humoral responses in primates - direct mechanistic support for pre-emptive dosing
D_ritux_pharmacology_schedule	Maloney DG et al.	IDEC-C2B8 (Rituximab) anti-CD20 monoclonal antibody therapy in patients with relapsed low-grade non-Hodgkin's lymphoma.	Blood	1997	9310469			https://pubmed.ncbi.nlm.nih.gov/9310469/	not_open_access	Maloney 1997 Blood: original IDEC-C2B8 375 mg/m2 weekly x 4 schedule and depletion kinetics - the origin of the standard schedule
E_prophylaxis_gene_therapy	Vicidomini A et al.	Rapamycin nanoparticles mitigate anti-AAV antibody formation in a mouse model of ornithine transcarbamylase deficiency.	Mol Ther Adv	2026	42436852	PMC13355710	10.1016/j.omta.2026.201793	https://doi.org/10.1016/j.omta.2026.201793	fulltext/vicidomini_2026_pmid42436852.xml	2026: rapamycin nanoparticles mitigate anti-AAV antibody formation (OTC deficiency model)
E_prophylaxis_gene_therapy	Li L et al.	Cholesterolated Rapamycin Prodrug Liposomes Induce Antigen-Specific Tolerance and Enable AAV Redosing.	Mol Pharm	2026	41674289		10.1021/acs.molpharmaceut.5c01748	https://doi.org/10.1021/acs.molpharmaceut.5c01748	not_open_access	2026: cholesterolated rapamycin prodrug liposomes induce antigen-specific tolerance, enable AAV redosing
E_prophylaxis_gene_therapy	Doshi BS et al.	Use of CD19-targeted immune modulation to eradicate AAV-neutralizing antibodies.	Mol Ther	2025	40057826	PMC12265964	10.1016/j.ymthe.2025.03.003	https://doi.org/10.1016/j.ymthe.2025.03.003	fulltext/doshi_2025_pmid40057826.xml	2025 Mol Ther: CD19-targeted immune modulation to eradicate AAV-neutralising antibodies
E_prophylaxis_gene_therapy	Nelson RW et al.	Reduction of Preexisting AAV9 Antibody Titers Before Onasemnogene Abeparvovec Administration in Twins With Spinal Muscular Atrophy.	Neurology	2025	40705999		10.1212/WNL.0000000000213899	https://doi.org/10.1212/WNL.0000000000213899	not_open_access	2025 Neurology: reduction of pre-existing AAV9 antibody titres BEFORE onasemnogene abeparvovec in twins - a real clinical de-titring protocol (rituximab-containing)
E_prophylaxis_gene_therapy	Li X et al.	Lipid-Rapamycin Nanovaccines Overcome the Antidrug Antibody Barrier in Biologic Therapies.	ACS Nano	2025	39847793		10.1021/acsnano.4c11928	https://doi.org/10.1021/acsnano.4c11928	not_open_access	2025 ACS Nano: lipid-rapamycin nanovaccines overcome the anti-drug antibody barrier
E_prophylaxis_gene_therapy	Rana J et al.	B cell focused transient immune suppression protocol for efficient AAV readministration to the liver.	Mol Ther Methods Clin Dev	2024	38440160	PMC10911854	10.1016/j.omtm.2024.101216	https://doi.org/10.1016/j.omtm.2024.101216	fulltext/rana_2024_pmid38440160.xml	2024 MTM-CD: B-cell-focused transient immune suppression protocol enabling AAV readministration - explicit multi-agent schedule
E_prophylaxis_gene_therapy	Potter RA et al.	Use of plasmapheresis to lower anti-AAV antibodies in nonhuman primates with pre-existing immunity to AAVrh74.	Mol Ther Methods Clin Dev	2024	38327805	PMC10847772	10.1016/j.omtm.2024.101195	https://doi.org/10.1016/j.omtm.2024.101195	fulltext/potter_2024_pmid38327805.xml	2024: plasmapheresis to lower anti-AAV antibodies in NHP
E_prophylaxis_gene_therapy	Salabarria SM et al.	Thrombotic microangiopathy following systemic AAV administration is dependent on anti-capsid antibodies.	J Clin Invest	2024	37988172	PMC10760971	10.1172/JCI173510	https://doi.org/10.1172/JCI173510	fulltext/salabarria_2024_pmid37988172.xml	2024 JCI: thrombotic microangiopathy after AAV depends on anti-capsid antibodies (safety argument for controlling ADA)
E_prophylaxis_gene_therapy	Choi SJ et al.	Successful AAV8 readministration: Suppression of capsid-specific neutralizing antibodies by a combination treatment of bortezomib and CD20 mAb in a mouse model of Pompe disease.	J Gene Med	2023	36994804		10.1002/jgm.3509	https://doi.org/10.1002/jgm.3509	not_open_access	2023 J Gene Med: bortezomib + CD20 mAb suppresses capsid-specific nAb and enables AAV8 readministration (adds plasma-cell arm)
E_prophylaxis_gene_therapy	Ilyinskii PO et al.	Readministration of high-dose adeno-associated virus gene therapy vectors enabled by ImmTOR nanoparticles combined with B cell-targeted agents.	PNAS Nexus	2023	38024395	PMC10673641	10.1093/pnasnexus/pgad394	https://doi.org/10.1093/pnasnexus/pgad394	fulltext/ilyinskii_2023_pmid38024395.xml	2023 PNAS Nexus: ImmTOR nanoparticles + B-cell-targeted agents for high-dose AAV readministration
E_prophylaxis_gene_therapy	Li N et al.	The Effect of Immunomodulatory Treatments on Anti-Dystrophin Immune Response After AAV Gene Therapy in Dystrophin Deficient mdx Mice.	J Neuromuscul Dis	2021	34569971		10.3233/JND-210706	https://doi.org/10.3233/JND-210706	not_open_access	2021: immunomodulation and the anti-dystrophin response after AAV gene therapy in mdx mice (anti-transgene-product immunity, the analogue of anti-CAR)
E_prophylaxis_gene_therapy	Leborgne C et al.	IgG-cleaving endopeptidase enables in vivo gene therapy in the presence of anti-AAV neutralizing antibodies.	Nat Med	2020	32483358		10.1038/s41591-020-0911-7	https://doi.org/10.1038/s41591-020-0911-7	not_open_access	Leborgne 2020 Nat Med: IgG-cleaving endopeptidase (IdeS/imlifidase) enables gene therapy despite pre-existing nAb - rescue when antibodies already exist
E_prophylaxis_gene_therapy	Meliani A et al.	Antigen-selective modulation of AAV immunogenicity with tolerogenic rapamycin nanoparticles enables successful vector re-administration.	Nat Commun	2018	30291246	PMC6173722	10.1038/s41467-018-06621-3	https://doi.org/10.1038/s41467-018-06621-3	fulltext/meliani_2018_pmid30291246.xml	2018 Nat Commun: tolerogenic rapamycin nanoparticles enable AAV re-administration
E_prophylaxis_gene_therapy	Corti M et al.	Evaluation of Readministration of a Recombinant Adeno-Associated Virus Vector Expressing Acid Alpha-Glucosidase in Pompe Disease: Preclinical to Clinical Planning.	Hum Gene Ther Clin Dev	2015	26390092	PMC4606909	10.1089/humc.2015.068	https://doi.org/10.1089/humc.2015.068	not_open_access	2015: planning AAV-GAA readministration in Pompe disease - preclinical to clinical immunomodulation design
E_prophylaxis_gene_therapy	Unzu C et al.	Helper-dependent adenovirus achieve more efficient and persistent liver transgene expression in non-human primates under immunosuppression.	Gene Ther	2015	26125605		10.1038/gt.2015.64	https://doi.org/10.1038/gt.2015.64	not_open_access	2015 Gene Ther: helper-dependent adenovirus persistence in NHP under immunosuppression
E_prophylaxis_gene_therapy	Corti M et al.	B-Cell Depletion is Protective Against Anti-AAV Capsid Immune Response: A Human Subject Case Study.	Mol Ther Methods Clin Dev	2014	25541616	PMC4275004	10.1038/mtm.2014.33	https://doi.org/10.1038/mtm.2014.33	fulltext/corti_2014_pmid25541616.xml	Corti 2014 MTM-CD: rituximab + sirolimus B-cell depletion PROTECTED against anti-AAV capsid antibody in a human subject - explicit dosing schedule; the closest human template for pre-CAR prophylaxis
E_prophylaxis_gene_therapy	Mingozzi F et al.	Prevalence and pharmacological modulation of humoral immunity to AAV vectors in gene transfer to synovial tissue.	Gene Ther	2013	22786533	PMC3473155	10.1038/gt.2012.55	https://doi.org/10.1038/gt.2012.55	fulltext/mingozzi_2013_pmid22786533.xml	2013 Gene Ther: prevalence and pharmacological modulation of humoral immunity to AAV in synovial gene transfer
E_prophylaxis_gene_therapy	Mingozzi F et al.	Pharmacological modulation of humoral immunity in a nonhuman primate model of AAV gene transfer for hemophilia B.	Mol Ther	2012	22565846	PMC3392987	10.1038/mt.2012.84	https://doi.org/10.1038/mt.2012.84	fulltext/mingozzi_2012_pmid22565846.xml	Mingozzi 2012 Mol Ther: pharmacological modulation of humoral immunity in NHP AAV gene transfer (rituximab +/- sirolimus dose/timing)
E_prophylaxis_gene_therapy	Unzu C et al.	Transient and intensive pharmacological immunosuppression fails to improve AAV-based liver gene transfer in non-human primates.	J Transl Med	2012	22704060	PMC3412719	10.1186/1479-5876-10-122	https://doi.org/10.1186/1479-5876-10-122	fulltext/unzu_2012_pmid22704060.xml	2012 J Transl Med: transient intensive immunosuppression FAILS to improve AAV liver gene transfer in NHP - a negative control for prophylaxis enthusiasm
E_prophylaxis_gene_therapy	Fontanellas A et al.	Intensive pharmacological immunosuppression allows for repetitive liver gene transfer with recombinant adenovirus in nonhuman primates.	Mol Ther	2010	20087317	PMC2862529	10.1038/mt.2009.312	https://doi.org/10.1038/mt.2009.312	not_open_access	2010 Mol Ther: intensive pharmacological immunosuppression allows REPETITIVE liver gene transfer in NHP - schedule detail for repeat dosing
F_prophylaxis_ITI_regimens	Kishnani PS et al.	Insights into immunogenicity and therapeutic strategies to mitigate the immune response in infantile-onset Pompe disease: a comprehensive systematic literature review.	Front Immunol	2025	41583481	PMC12823532	10.3389/fimmu.2025.1690312	https://doi.org/10.3389/fimmu.2025.1690312	fulltext/kishnani_2025_pmid41583481.xml	2025 Front Immunol: systematic review of immunogenicity and mitigation strategies in infantile-onset Pompe disease
F_prophylaxis_ITI_regimens	Chen HA et al.	Optimizing treatment outcomes: immune tolerance induction in Pompe disease patients undergoing enzyme replacement therapy.	Front Immunol	2024	38715621	PMC11074348	10.3389/fimmu.2024.1336599	https://doi.org/10.3389/fimmu.2024.1336599	fulltext/chen_2024_pmid38715621.xml	2024 Front Immunol: optimising ITI in Pompe disease undergoing ERT
F_prophylaxis_ITI_regimens	Desai AK et al.	An updated management approach of Pompe disease patients with high-sustained anti-rhGAA IgG antibody titers: experience with bortezomib-based immunomodulation.	Front Immunol	2024	38524130	PMC10959098	10.3389/fimmu.2024.1360369	https://doi.org/10.3389/fimmu.2024.1360369	fulltext/desai_2024_pmid38524130.xml	2024: updated management approach for Pompe patients with high sustained ADA titres
F_prophylaxis_ITI_regimens	Li Z et al.	Eradication of FIX inhibitor in haemophilia B children using low-dose immune tolerance induction with rituximab-based immunosuppressive agent(s) in China.	Haemophilia	2022	35503087		10.1111/hae.14577	https://doi.org/10.1111/hae.14577	not_open_access	2022 Haemophilia: low-dose ITI with rituximab-based immunosuppression in children with FIX inhibitors
F_prophylaxis_ITI_regimens	Tran JQ et al.	Expansion of immature, nucleated red blood cells by transient low-dose methotrexate immune tolerance induction in mice.	Clin Exp Immunol	2021	33205401	PMC7874831	10.1111/cei.13552	https://doi.org/10.1111/cei.13552	not_open_access	2021: transient low-dose METHOTREXATE ITI (3-cycle schedule) - mechanism and haematologic side effect of the MTX component of the ITI regimen
F_prophylaxis_ITI_regimens	Desai AK et al.	Benefits of Prophylactic Short-Course Immune Tolerance Induction in Patients With Infantile Pompe Disease: Demonstration of Long-Term Safety and Efficacy in an Expanded Cohort.	Front Immunol	2020	32849613	PMC7424004	10.3389/fimmu.2020.01727	https://doi.org/10.3389/fimmu.2020.01727	fulltext/desai_2020_pmid32849613.xml	Kazi 2020 Front Immunol: benefits of PROPHYLACTIC SHORT-COURSE ITI in infantile Pompe - expanded cohort, long-term safety/efficacy; short-course schedule is the most transferable template to CAR-T
F_prophylaxis_ITI_regimens	Desai AK et al.	The potential impact of timing of IVIG administration on the efficacy of rituximab for immune tolerance induction for patients with Pompe disease.	Clin Immunol	2020	32681978		10.1016/j.clim.2020.108541	https://doi.org/10.1016/j.clim.2020.108541	not_open_access	2020 Clin Immunol: TIMING of IVIG relative to rituximab determines ITI efficacy (IVIG can block rituximab-mediated depletion) - critical scheduling caveat
F_prophylaxis_ITI_regimens	Gupta P et al.	A Race Against Time-Changing the Natural History of CRIM Negative Infantile Pompe Disease.	Front Immunol	2020	33013846	PMC7498628	10.3389/fimmu.2020.01929	https://doi.org/10.3389/fimmu.2020.01929	fulltext/gupta_2020_pmid33013846.xml	2020 Front Immunol: 'A race against time' - changing the natural history of CRIM-negative infantile Pompe with early ITI
F_prophylaxis_ITI_regimens	Julien DC et al.	Immune Modulation for Enzyme Replacement Therapy in A Female Patient With Hunter Syndrome.	Front Immunol	2020	32508845	PMC7253587	10.3389/fimmu.2020.01000	https://doi.org/10.3389/fimmu.2020.01000	fulltext/julien_2020_pmid32508845.xml	2020: immune modulation for ERT in Hunter syndrome (rituximab-containing, non-Pompe)
F_prophylaxis_ITI_regimens	Poelman E et al.	Effects of higher and more frequent dosing of alglucosidase alfa and immunomodulation on long-term clinical outcome of classic infantile Pompe patients.	J Inherit Metab Dis	2020	32506446	PMC7689828	10.1002/jimd.12268	https://doi.org/10.1002/jimd.12268	fulltext/poelman_2020_pmid32506446.xml	2020 JIMD: higher/more frequent ERT dosing plus immunomodulation - dose-density interaction with ADA
F_prophylaxis_ITI_regimens	Doshi BS et al.	Combined anti-CD20 and mTOR inhibition with factor VIII for immune tolerance induction in hemophilia A patients with refractory inhibitors.	J Thromb Haemost	2020	31985872	PMC7888210	10.1111/jth.14740	https://doi.org/10.1111/jth.14740	fulltext/doshi_2020_pmid31985872.xml	2020 JTH: COMBINED anti-CD20 + mTOR inhibition with antigen for ITI in haemophilia A with refractory inhibitors - the rituximab+sirolimus+antigen paradigm
F_prophylaxis_ITI_regimens	Biswas M et al.	B Cell Depletion Eliminates FVIII Memory B Cells and Enhances AAV8-coF8 Immune Tolerance Induction When Combined With Rapamycin.	Front Immunol	2020	32670285	PMC7327091	10.3389/fimmu.2020.01293	https://doi.org/10.3389/fimmu.2020.01293	fulltext/biswas_2020_pmid32670285.xml	2020 Front Immunol: B-cell depletion ELIMINATES memory B cells and enhances tolerance induction when COMBINED WITH RAPAMYCIN (AAV8-coF8) - mechanistic basis for pairing anti-CD20 with an mTOR inhibitor
