category	authors	title	venue	year	pmid	doi	pmcid	url	local_fulltext	supp_pdf	topics	status
foundational_platform	Staerz UD, Bevan MJ.	Hybrid hybridoma producing a bispecific monoclonal antibody that can focus effector T-cell activity	Proceedings of the National Academy of Sciences of the United States of America	1986	2869486	10.1073/pnas.83.5.1453	PMC323094	https://pmc.ncbi.nlm.nih.gov/articles/PMC323094/			geo:US;preclinical_or_early	pmid_only
foundational_platform	Mezzanzanica D, Canevari S, Ménard S, Pupa SM, Tagliabue E, Lanzavecchia A, Colnaghi MI.	Human ovarian carcinoma lysis by cytotoxic T cells targeted by bispecific monoclonal antibodies: analysis of the antibody components	International journal of cancer	1988	3258590	10.1002/ijc.2910410422		https://doi.org/10.1002/ijc.2910410422			geo:Europe|US;preclinical_or_early	pmid_only
foundational_platform	Duke-Cohan JS, Morimoto C, Schlossman SF.	Targeting of an activated T-cell subset using a bispecific antibody-toxin conjugate directed against CD4 and CD26	Blood	1993	8104537	10.1182/blood.v82.7.2224.2224		https://doi.org/10.1182/blood.v82.7.2224.2224			geo:Europe|US;preclinical_or_early	pmid_only
foundational_platform	Duke-Cohan JS, Morimoto C, Schlossman SF.	Depletion of the helper/inducer (memory) T cell subset using a bispecific antibody-toxin conjugate directed against CD4 and CD29	Transplantation	1993	7504344	10.1097/00007890-199311000-00027		https://doi.org/10.1097/00007890-199311000-00027			geo:Europe|US;preclinical_or_early	pmid_only
foundational_platform	François C, Boeffard F, Jacques Y.	Chemically engineered bispecific antibody directed at the p55 and p75 chains of the human interleukin 2 receptor: specific high-affinity cross-linking of p55/p75 complexes and high blocking effect on IL2-induced T cell proliferation	Transplantation proceedings	1993	8438495			https://pubmed.ncbi.nlm.nih.gov/8438495/			geo:Europe;preclinical_or_early	pmid_only
foundational_platform	Weiner GJ, Kostelny SA, Hillstrom JR, Cole MS, Link BK, Wang SL, Tso JY.	The role of T cell activation in anti-CD3 x antitumor bispecific antibody therapy	Journal of immunology (Baltimore, Md. : 1950)	1994	8133049	10.4049/jimmunol.152.5.2385		https://doi.org/10.4049/jimmunol.152.5.2385			preclinical_or_early	pmid_only
foundational_platform	Demanet C, Brissinck J, Leo O, Moser M, Thielemans K.	Role of T-cell subsets in the bispecific antibody (anti-idiotype x anti-CD3) treatment of the BCL1 lymphoma	Cancer research	1994	8187084			https://pubmed.ncbi.nlm.nih.gov/8187084/			geo:Europe;preclinical_or_early	pmid_only
foundational_platform	Belani R, Weiner GJ.	T cell activation and cytokine production in anti-CD3 bispecific antibody therapy	Journal of hematotherapy	1995	8581375	10.1089/scd.1.1995.4.395		https://doi.org/10.1089/scd.1.1995.4.395			geo:US;preclinical_or_early	pmid_only
foundational_platform	Canevari S, Mezzanzanica D, Mazzoni A, Negri DR, Ramakrishna V, Bolhuis RL, Colnaghi MI, Bolis G.	Bispecific antibody targeted T cell therapy of ovarian cancer: clinical results and future directions	Journal of hematotherapy	1995	8581379	10.1089/scd.1.1995.4.423		https://doi.org/10.1089/scd.1.1995.4.423			geo:Europe;preclinical_or_early	pmid_only
foundational_platform	Moreno MB, Titus JA, Cole MS, Tso JY, Le N, Paik CH, Bakács T, Zacharchuk CM, Segal DM, Wunderlich JR.	Bispecific antibodies retarget murine T cell cytotoxicity against syngeneic breast cancer in vitro and in vivo	Cancer immunology, immunotherapy : CII	1995	7728777	10.1007/bf01517350	PMC11037834	https://pmc.ncbi.nlm.nih.gov/articles/PMC11037834/			geo:US;preclinical_or_early	pmid_only
foundational_platform	Kroesen BJ, Wellenberg GJ, Bakker A, Helfrich W, The TH, de Leij L.	The role of apoptosis in bispecific antibody-mediated T-cell cytotoxicity	British journal of cancer	1996	8611371	10.1038/bjc.1996.127	PMC2074386	https://pmc.ncbi.nlm.nih.gov/articles/PMC2074386/	fulltext/kroesen_1996_pmid8611371.xml		geo:Europe;preclinical_or_early	OA_available
foundational_platform	Armstrong JM, Vitetta ES.	The roles of Fas and perforin in LAK T-cell/bispecific antibody-mediated killing of the murine B-lymphoma cells, BCL1	International journal of cancer	1996	8980190	10.1002/(sici)1097-0215(19961211)68:6<822::aid-ijc22>3.0.co;2-0		https://doi.org/10.1002/(sici)1097-0215(19961211)68:6<822::aid-ijc22>3.0.co;2-0			geo:US;preclinical_or_early	pmid_only
foundational_platform	Jacobs N, Greimers R, Mazzoni A, Trebak M, Schaaf-Lafontaine N, Boniver J, Moutschen MP.	Further characterization of cytotoxic T cells generated by short-term culture of human peripheral blood lymphocytes with interleukin-2 and anti-CD3 mAb	Cancer immunology, immunotherapy : CII	1996	8830741	10.1007/s002620050296	PMC11037748	https://pmc.ncbi.nlm.nih.gov/articles/PMC11037748/			geo:Europe;preclinical_or_early	pmid_only
foundational_platform	Porter LE, Nelson H, Ethem Gecim I, Rice DC, Thibault C, Chapoval AI.	T cell activation and retargeting using staphylococcal enterotoxin B and bispecific antibody: an effective in vivo antitumor strategy	Cancer immunology, immunotherapy : CII	1997	9435868	10.1007/s002620050427	PMC11037842	https://pmc.ncbi.nlm.nih.gov/articles/PMC11037842/			geo:US;preclinical_or_early	pmid_only
foundational_platform	Link BK, Kostelny SA, Cole MS, Fusselman WP, Tso JY, Weiner GJ.	Anti-CD3-based bispecific antibody designed for therapy of human B-cell malignancy can induce T-cell activation by antigen-dependent and antigen-independent mechanisms	International journal of cancer	1998	9650561	10.1002/(sici)1097-0215(19980717)77:2<251::aid-ijc14>3.0.co;2-e		https://doi.org/10.1002/(sici)1097-0215(19980717)77:2<251::aid-ijc14>3.0.co;2-e			geo:US;preclinical_or_early	pmid_only
foundational_platform	Grosse-Hovest L, Brandl M, Dohlsten M, Kalland T, Wilmanns W, Jung G.	Tumor-growth inhibition with bispecific antibody fragments in a syngeneic mouse melanoma model: the role of targeted T-cell co-stimulation via CD28	International journal of cancer	1999	9935244	10.1002/(sici)1097-0215(19990105)80:1<138::aid-ijc25>3.0.co;2-j		https://doi.org/10.1002/(sici)1097-0215(19990105)80:1<138::aid-ijc25>3.0.co;2-j			geo:Europe;preclinical_or_early	pmid_only
foundational_platform	Ohmi Y, Shiku H, Nishimura T.	Tumor-specific targeting of T helper type 1 (Th1) cells by anti-CD3 x anti-c-ErbB-2 bispecific antibody	Cancer immunology, immunotherapy : CII	1999	10550550	10.1007/s002620050622	PMC11037147	https://pmc.ncbi.nlm.nih.gov/articles/PMC11037147/			preclinical_or_early	pmid_only
foundational_platform	Kipriyanov SM, Moldenhauer G, Schuhmacher J, Cochlovius B, Von der Lieth CW, Matys ER, Little M.	Bispecific tandem diabody for tumor therapy with improved antigen binding and pharmacokinetics	Journal of molecular biology	1999	10512714	10.1006/jmbi.1999.3156		https://doi.org/10.1006/jmbi.1999.3156			geo:Europe;preclinical_or_early	pmid_only
foundational_platform	Lum LG, Sen M.	Activated T-cell and bispecific antibody immunotherapy for high-risk breast cancer. Bench to bedside	Acta haematologica	2001	11463985	10.1159/000046554		https://doi.org/10.1159/000046554			geo:US;preclinical_or_early	pmid_only
foundational_platform	Jung G, Brandl M, Eisner W, Fraunberger P, Reifenberger G, Schlegel U, Wiestler OD, Reulen HJ, Wilmanns W.	Local immunotherapy of glioma patients with a combination of 2 bispecific antibody fragments and resting autologous lymphocytes: evidence for in situ t-cell activation and therapeutic efficacy	International journal of cancer	2001	11146449	10.1002/1097-0215(200002)9999:9999<::aid-ijc1038>3.3.co;2-7		https://doi.org/10.1002/1097-0215(200002)9999:9999<::aid-ijc1038>3.3.co;2-7			geo:Europe;preclinical_or_early	pmid_only
foundational_platform	Dreier T, Lorenczewski G, Brandl C, Hoffmann P, Syring U, Hanakam F, Kufer P, Riethmuller G, Bargou R, Baeuerle PA.	Extremely potent, rapid and costimulation-independent cytotoxic T-cell response against lymphoma cells catalyzed by a single-chain bispecific antibody	International journal of cancer	2002	12209608	10.1002/ijc.10557		https://doi.org/10.1002/ijc.10557			geo:Europe;preclinical_or_early	pmid_only
foundational_platform	Stel AJ, Kroesen BJ, Jacobs S, Groen H, de Leij LF, Kluin-Nelemans HC, Withoff S.	The role of B cell-mediated T cell costimulation in the efficacy of the T cell retargeting bispecific antibody BIS20x3	Journal of immunology (Baltimore, Md. : 1950)	2004	15528335	10.4049/jimmunol.173.10.6009		https://doi.org/10.4049/jimmunol.173.10.6009			geo:Europe|US;preclinical_or_early	pmid_only
foundational_platform	Grosse-Hovest L, Müller S, Minoia R, Wolf E, Zakhartchenko V, Wenigerkind H, Lassnig C, Besenfelder U, Müller M, Lytton SD, Jung G, Brem G.	Cloned transgenic farm animals produce a bispecific antibody for T cell-mediated tumor cell killing	Proceedings of the National Academy of Sciences of the United States of America	2004	15105446	10.1073/pnas.0308487101	PMC406432	https://pmc.ncbi.nlm.nih.gov/articles/PMC406432/			geo:Europe|US;preclinical_or_early	pmid_only
foundational_platform	Le Gall F, Reusch U, Little M, Kipriyanov SM.	Effect of linker sequences between the antibody variable domains on the formation, stability and biological activity of a bispecific tandem diabody	Protein engineering, design & selection : PEDS	2004	15126676	10.1093/protein/gzh039		https://doi.org/10.1093/protein/gzh039			geo:Europe;preclinical_or_early	pmid_only
foundational_platform		Stat bite: Incidence of brain and other nervous system cancers, 1975-2001	Journal of the National Cancer Institute	2005	15812069	10.1093/jnci/97.7.478-a		https://doi.org/10.1093/jnci/97.7.478-a			geo:Europe|US;preclinical_or_early	pmid_only
foundational_platform	Eskander RN, Tewari KS.	Epithelial cell-adhesion molecule-directed trifunctional antibody immunotherapy for symptom management of advanced ovarian cancer	Clinical pharmacology : advances and applications	2013	24124397	10.2147/cpaa.s45885	PMC3795053	https://pmc.ncbi.nlm.nih.gov/articles/PMC3795053/	fulltext/eskander_2013_pmid24124397.xml		geo:US;preclinical_or_early;review	OA_available
foundational_platform	Njoku I, Boockvar JA.	The intersection between genetic engineering and immunotherapy: taking a BiTE out of glioblastoma	Neurosurgery	2013	23685511	10.1227/01.neu.0000430735.78738.29		https://doi.org/10.1227/01.neu.0000430735.78738.29			preclinical_or_early	pmid_only
foundational_platform	Kermer V, Hornig N, Harder M, Bondarieva A, Kontermann RE, Müller D.	Combining antibody-directed presentation of IL-15 and 4-1BBL in a trifunctional fusion protein for cancer immunotherapy	Molecular cancer therapeutics	2014	24198185	10.1158/1535-7163.mct-13-0282		https://doi.org/10.1158/1535-7163.mct-13-0282			geo:Europe;preclinical_or_early	pmid_only
foundational_platform	Suryadevara CM, Gedeon PC, Sanchez-Perez L, Verla T, Alvarez-Breckenridge C, Choi BD, Fecci PE, Sampson JH.	"Are BiTEs the ""missing link"" in cancer therapy?"	Oncoimmunology	2015	26155413	10.1080/2162402x.2015.1008339	PMC4485829	https://pmc.ncbi.nlm.nih.gov/articles/PMC4485829/			geo:China|US;preclinical_or_early;review	pmid_only
foundational_platform	Muth A, Holzem A, Neumann AS, Buecklein VL, Subklewe M, Philipp N.	T cell exhaustion in bi- and trispecific T cell engager therapy in hematologic malignancies: Mechanisms and implications	Med (New York, N.Y.)	2026	41763222	10.1016/j.medj.2026.101031		https://doi.org/10.1016/j.medj.2026.101031			geo:Europe|US;recent;review	pmid_only
CD19	de Gast GC, Haagen IA, van Houten AA, Klein SC, Duits AJ, de Weger RA, Vroom TM, Clark MR, Phillips J, van Dijk AJ.	CD8 T cell activation after intravenous administration of CD3 x CD19 bispecific antibody in patients with non-Hodgkin lymphoma	Cancer immunology, immunotherapy : CII	1995	7543021	10.1007/bf01525390	PMC11037599	https://pmc.ncbi.nlm.nih.gov/articles/PMC11037599/			geo:Europe;preclinical_or_early	pmid_only
CD19	Csóka M, Strauss G, Debatin KM, Moldenhauer G.	Activation of T cell cytotoxicity against autologous common acute lymphoblastic leukemia (cALL) blasts by CD3xCD19 bispecific antibody	Leukemia	1996	8892680			https://pubmed.ncbi.nlm.nih.gov/8892680/			geo:Europe;preclinical_or_early	pmid_only
CD19	Klein SC, van der Burg SH, Boer LH, Melief CJ, Kast WM, de Gast GC, Bast EJ.	Targeting of cytotoxic T cells against leukemic B cells by bispecific antibody (aCD3 x aCD19) does not distract the T cell from its primary target	Journal of immunology (Baltimore, Md. : 1950)	1997	9548495	10.4049/jimmunol.159.11.5545		https://doi.org/10.4049/jimmunol.159.11.5545			geo:Europe;preclinical_or_early	pmid_only
CD19	Cochlovius B, Kipriyanov SM, Stassar MJ, Schuhmacher J, Benner A, Moldenhauer G, Little M.	Cure of Burkitt's lymphoma in severe combined immunodeficiency mice by T cells, tetravalent CD3 x CD19 tandem diabody, and CD28 costimulation	Cancer research	2000	10969772			https://pubmed.ncbi.nlm.nih.gov/10969772/			geo:Europe;preclinical_or_early	pmid_only
CD19	Mølhøj M, Crommer S, Brischwein K, Rau D, Sriskandarajah M, Hoffmann P, Kufer P, Hofmeister R, Baeuerle PA.	CD19-/CD3-bispecific antibody of the BiTE class is far superior to tandem diabody with respect to redirected tumor cell lysis	Molecular immunology	2007	17083975	10.1016/j.molimm.2006.09.032		https://doi.org/10.1016/j.molimm.2006.09.032			geo:Europe;preclinical_or_early	pmid_only
CD19	d'Argouges S, Wissing S, Brandl C, Prang N, Lutterbuese R, Kozhich A, Suzich J, Locher M, Kiener P, Kufer P, Hofmeister R, Baeuerle PA, Bargou RC.	Combination of rituximab with blinatumomab (MT103/MEDI-538), a T cell-engaging CD19-/CD3-bispecific antibody, for highly efficient lysis of human B lymphoma cells	Leukemia research	2009	18835037	10.1016/j.leukres.2008.08.025		https://doi.org/10.1016/j.leukres.2008.08.025			geo:Europe;preclinical_or_early	pmid_only
CD19	Wu J, Fu J, Zhang M, Liu D.	Blinatumomab: a bispecific T cell engager (BiTE) antibody against CD19/CD3 for refractory acute lymphoid leukemia	Journal of hematology & oncology	2015	26337639	10.1186/s13045-015-0195-4	PMC4558758	https://pmc.ncbi.nlm.nih.gov/articles/PMC4558758/	fulltext/wu_2015_pmid26337639.xml		geo:China|US;preclinical_or_early;review	OA_available
CD19	Köhnke T, Krupka C, Tischer J, Knösel T, Subklewe M.	Increase of PD-L1 expressing B-precursor ALL cells in a patient resistant to the CD19/CD3-bispecific T cell engager antibody blinatumomab	Journal of hematology & oncology	2015	26449653	10.1186/s13045-015-0213-6	PMC4599591	https://pmc.ncbi.nlm.nih.gov/articles/PMC4599591/	fulltext/khnke_2015_pmid26449653.xml		geo:Europe;preclinical_or_early	OA_available
CD19	Goebeler ME, Bargou R.	Blinatumomab: a CD19/CD3 bispecific T cell engager (BiTE) with unique anti-tumor efficacy	Leukemia & lymphoma	2016	27050240	10.3109/10428194.2016.1161185		https://doi.org/10.3109/10428194.2016.1161185			geo:Europe;recent;review	pmid_only
CD19	Wilke AC, Gökbuget N.	Clinical applications and safety evaluation of the new CD19 specific T-cell engager antibody construct blinatumomab	Expert opinion on drug safety	2017	28825327	10.1080/14740338.2017.1338270		https://doi.org/10.1080/14740338.2017.1338270			geo:Europe;recent;review	pmid_only
CD19	Viardot A, Locatelli F, Stieglmaier J, Zaman F, Jabbour E.	Concepts in immuno-oncology: tackling B cell malignancies with CD19-directed bispecific T cell engager therapies	Annals of hematology	2020	32856140	10.1007/s00277-020-04221-0	PMC7481145	https://pmc.ncbi.nlm.nih.gov/articles/PMC7481145/	fulltext/viardot_2020_pmid32856140.xml		geo:Europe|US;recent;review	OA_available
CD19	Fu XH, Wang Y, Wang HJ, Wei SN, Xu YX, Xing HY, Tang KJ, Tian Z, Rao Q, Wang JX, Wang M.	[CD19 antigen loss after treatment of Bispecific T-cell Engager and effective response to salvage bispecific CAR-T therapy in B cell acute lymphoblastic leukemia: a case report and literature review]	Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi	2020	32447930	10.3760/cma.j.issn.0253-2727.2020.04.004	PMC7364923	https://pmc.ncbi.nlm.nih.gov/articles/PMC7364923/	fulltext/fu_2020_pmid32447930.xml		geo:China|US;recent;review	OA_available
CD19	Li L, Wang L, Liu Q, Wu Z, Zhang Y, Xia R.	Efficacy and safety of CD22-specific and CD19/CD22-bispecific CAR-T cell therapy in patients with hematologic malignancies: A systematic review and meta-analysis	Frontiers in oncology	2022	36644638	10.3389/fonc.2022.954345	PMC9837739	https://pmc.ncbi.nlm.nih.gov/articles/PMC9837739/	fulltext/li_2022_pmid36644638.xml		geo:China;recent;review	OA_available
CD19	Li X, Liao J, Liu S, Mo X, Wang B.	Anti-CD19 chimeric antigen receptor (CAR)-T cell therapy vs. CD20xCD3 bispecific antibody as third- or later-line treatment in follicular lymphoma: a meta-analysis	Annals of hematology	2026	42053782	10.1007/s00277-026-06747-1	PMC13128723	https://pmc.ncbi.nlm.nih.gov/articles/PMC13128723/	fulltext/li_2026_pmid42053782.xml		geo:China;recent;review	OA_available
CD19	Yang Y, Liu X, Wei J, Qin J, Tan Q, Ji J, Guo F, Zheng Y, Bi F, Liu M, Wang G.	In vivo expression of CD3/CD19 bispecific T-cell engager and α-PD-L1-Fc enables effective and durable immunotherapy for CD19&lt;sup&gt;+&lt;/sup&gt;/PD-L1&lt;sup&gt;+&lt;/sup&gt; leukemia	Leukemia	2026	41436638	10.1038/s41375-025-02832-y		https://doi.org/10.1038/s41375-025-02832-y			geo:China|US;recent	pmid_only
CD19	Heinze S, Stadler GL, Zhang Y, Engeland CE, Barth TFE, Heidbuechel JPW, Meyer LH, Mühlebach MD, Debatin KM, Dorneburg C, Beltinger C.	A measles virus encoding a CD19/CD3 bispecific T cell engager shows enhanced preclinical anti-BCP-ALL efficacy without significant toxicity	Molecular therapy. Oncology	2026	41631160	10.1016/j.omton.2026.201127	PMC12860616	https://pmc.ncbi.nlm.nih.gov/articles/PMC12860616/	fulltext/heinze_2026_pmid41631160.xml		geo:China|Europe;recent	OA_available
CD20	Brandl M, Grosse-Hovest L, Holler E, Kolb HJ, Jung G.	Bispecific antibody fragments with CD20 X CD28 specificity allow effective autologous and allogeneic T-cell activation against malignant cells in peripheral blood and bone marrow cultures from patients with B-cell lineage leukemia and lymphoma	Experimental hematology	1999	10428503	10.1016/s0301-472x(99)00072-7		https://doi.org/10.1016/s0301-472x(99)00072-7			geo:Europe;preclinical_or_early	pmid_only
CD20	Shen J, Zhang J, Zhu Z, Ma H, Li X, Zhang J, Zhou F, Tian H, Liu J.	CD20×CD3 bispecific antibody achieved significant efficacy in patients with large B-cell lymphoma relapsing after or refractory to CAR-T therapy: a systematic review and meta-analysis	Frontiers in oncology	2025	40919147	10.3389/fonc.2025.1641769	PMC12411438	https://pmc.ncbi.nlm.nih.gov/articles/PMC12411438/	fulltext/shen_2025_pmid40919147.xml		geo:China|US;recent;review	OA_available
CD20	Tomarchio V, Rigacci L, Annibali O.	CD20 xCD3 bispecific antibodies for large B cell lymphoma: latest updates from 2024 ASH annual meeting	Journal of hematology & oncology	2025	40264167	10.1186/s13045-025-01695-1	PMC12016283	https://pmc.ncbi.nlm.nih.gov/articles/PMC12016283/	fulltext/tomarchio_2025_pmid40264167.xml		geo:Europe;recent;review	OA_available
CD20	Danilov AV, Kambhampati Thiruvengadam S, Linton K, Cumings K, Chirikov V, Mutebi A, Bains Chawla S, Chhibber A, Rivas Navarro F, Marques Gonçalves F, Wang A, Ding Z, Alshreef A, Favaro E, Hoehn D, Sureda A.	Indirect comparison of epcoritamab vs chemoimmunotherapy, mosunetuzumab, or odronextamab in follicular lymphoma	Blood advances	2025	40472301	10.1182/bloodadvances.2024015274	PMC12309599	https://pmc.ncbi.nlm.nih.gov/articles/PMC12309599/	fulltext/danilov_2025_pmid40472301.xml		geo:Europe|US;recent	OA_available
CD20	Martín García-Sancho A, Cabero-Martínez A, Gutiérrez NC.	Odronextamab: a bispecific antibody for follicular lymphoma	Expert opinion on investigational drugs	2026	42287116	10.1080/13543784.2026.2689652		https://doi.org/10.1080/13543784.2026.2689652			geo:Europe|US;recent;review	pmid_only
CD20	Schmeing S, Nassiri S, Leclercq-Cohen G, Yángüez E, Hüsser T, Servera LA, Schlenker R, Sam J, Klein C, Umaña P, Herter S, Bottos A, Bacac M.	Molecular features of response and resistance to glofitamab, a T-cell engager for treatment of large B-cell lymphoma	Blood advances	2026	41569641	10.1182/bloodadvances.2025016925	PMC13141505	https://pmc.ncbi.nlm.nih.gov/articles/PMC13141505/	fulltext/schmeing_2026_pmid41569641.xml		geo:Europe;recent	OA_available
CD20	Carlo-Stella C, Hutchings M, Offner F, Mulvihill E, Relf J, Bene Tchaleu F, Lundberg L, Dickinson M.	Glofitamab monotherapy in patients with Richter transformation: safety and efficacy from a phase 1 study	Blood advances	2026	42024463	10.1182/bloodadvances.2025018159	PMC13285835	https://pmc.ncbi.nlm.nih.gov/articles/PMC13285835/	fulltext/carlostella_2026_pmid42024463.xml		geo:Europe|US;recent	OA_available
CD20	Lewis KL, Assouline SE, Baker R, Bartlett NL, El-Sharkawi D, Giri P, Ku M, Matasar M, Schuster S, Radford J, Wei MC, Yin S, Kwan A, To I, Raghavan V, Budde LE, Cheah CY.	Mosunetuzumab monotherapy is active and tolerable in patients with relapsed/refractory Richter transformation	Blood advances	2026	41643182	10.1182/bloodadvances.2025017914	PMC13141522	https://pmc.ncbi.nlm.nih.gov/articles/PMC13141522/	fulltext/lewis_2026_pmid41643182.xml		geo:Europe|US;recent	OA_available
CD20	Bastos-Oreiro M, Iacoboni G, Navarro V, Martínez C, Manresa P, Magnano L, Jiménez-Ubieto A, Vázquez S, Rodriguez MJ, Busnego MT, Del Campo R, Paúl PJ, Murillo I, Donato EM, Serna A, Luzardo H, Gómez P, Pérez E, Mendibil B, Ramos S, García-Noblejas A, Gonzalez de Villambrosia S, Díaz FJ, López J, Martín-Moro F, Fernandez-Caldas P, Fernandez R, Gutierrez A, Sánchez B, Domínguez N, Civeira M, Villafuerte P, Olazabal I, Zeberio I, Barrenetxea C, Gutierrez N, Romero S, Martín-Consuegra S, Huerga S, Golbano N, Riaza R, Hueso JA, Martinez-Barranco P, Navarro B, Villalón L, Ortega P, Torres A, Ormenazabal I, Sanchez Anton MP, Goñi MA, Abrisqueta P, Martín García-Sancho A.	Real-world resource utilization, toxicity management, and efficacy outcomes of CD20 × CD3 bispecific antibodies in B-cell lymphoma: A study from the GELTAMO network	HemaSphere	2026	42311429	10.1002/hem3.70398	PMC13270249	https://pmc.ncbi.nlm.nih.gov/articles/PMC13270249/	fulltext/bastosoreiro_2026_pmid42311429.xml		geo:Europe;recent	OA_available
CD20	Bartlett NL, Sehn LH, Assouline S, Giri P, Kuruvilla J, Schuster SJ, Yoon SS, Fay K, Hess G, Dreyling M, Gutierrez NC, Cybulski E, Sabalvaro F, Penuel E, Teodoro V, Tracy S, Kuruvilla D, Chen J, Wiebking V, Wei MC, Budde LE.	Fixed-Duration Subcutaneous Mosunetuzumab in Relapsed/Refractory Follicular Lymphoma: Pivotal Phase 2 Primary Analysis	American journal of hematology	2026	41862428	10.1002/ajh.70225	PMC13055116	https://pmc.ncbi.nlm.nih.gov/articles/PMC13055116/	fulltext/bartlett_2026_pmid41862428.xml		geo:Europe|US;recent	OA_available
CD20	Wang H, Hu Z, Huang Q, Deng J, Wu J, Zhang M.	Safety evaluation of CD3×CD20 bispecific antibodies: a pharmacovigilance study using FDA adverse event reporting system	BMJ open	2026	42379727	10.1136/bmjopen-2025-111380		https://doi.org/10.1136/bmjopen-2025-111380			geo:China|US;recent	pmid_only
CD20	Magno G, Rejeski K, Rappa G, Stock S, Holzem A, Landwehr M, Seib M, Kutsch N, Mammadova J, Mayer S, Aumann S, Van Ham J, Ringelstein-Harlev S, Velazquez GF, Wurm-Kuczera R, Scholz JK, Greenbaum U, Raj SS, Shouval R, Müller F, Chapuy B, Schmid C, Beyar-Katz O, Vergote VKJ, Poeck H, Dong N, Holtick U, Ram R, Pabst T, Shumilov E, Lenz G, Iacoboni G, Barba P, Bücklein V, Subklewe M.	Prognostic value of inflammation-based scores in patients with R/R LBCL treated with CD3×CD20 bispecific T-cell engagers	Blood advances	2026	41124666	10.1182/bloodadvances.2025017766	PMC12964016	https://pmc.ncbi.nlm.nih.gov/articles/PMC12964016/	fulltext/magno_2026_pmid41124666.xml		geo:Europe|US;recent	OA_available
CD20	Wollnitza S, Ventura D, Teichert M, Freisleben F, Boyadzhiev H, Seifert R, Amon M, Barbato F, Scholz JK, Beck M, Kerkhoff A, Behringer A, Backhaus P, Pohlmann A, Schindler P, Roll W, Müller F, Novak U, Pabst T, Schäfers M, von Tresckow B, Shumilov E, Lenz G.	Prognostic role of FDG-PET in patients with relapsed/refractory large B-cell lymphoma treated with CD3-CD20 directed bispecific antibodies: a multicentric analysis	European journal of nuclear medicine and molecular imaging	2026	42223630	10.1007/s00259-026-07958-4		https://doi.org/10.1007/s00259-026-07958-4			geo:Europe;recent	pmid_only
CD20	Yuan N, Chen C, Xu F, Yang H, Wang Y, Liu P, Li Z, Sun P.	Anti-CD3/CD20 bispecific antibodies as salvage therapy after CAR-T failure in relapsed/refractory large B-cell lymphoma: a systematic review and meta-analysis	Annals of hematology	2026	42118323	10.1007/s00277-026-07025-w		https://doi.org/10.1007/s00277-026-07025-w			geo:China;recent	pmid_only
BCMA	Leleu X, Bobin A, Herbelin A, Gombert JM, Rajkumar SV.	Time for a paradigm shift in immunotherapy-based BCMA/CD3 bispecific drug development in multiple myeloma	Leukemia	2025	40275071	10.1038/s41375-025-02610-w		https://doi.org/10.1038/s41375-025-02610-w			geo:Europe|US;recent;review	pmid_only
BCMA	Piron B, Moreau P, Touzeau C.	Teclistamab for Relapsed or Refractory Multiple Myeloma: A Review of Efficacy, Safety, Resistance Mechanisms and Future Directions	Biologics : targets & therapy	2026	41551208	10.2147/btt.s539066	PMC12811975	https://pmc.ncbi.nlm.nih.gov/articles/PMC12811975/	fulltext/piron_2026_pmid41551208.xml		geo:Europe;recent;review	OA_available
BCMA	Elmeliegy M, Viqueira A, Vandendries E, Soltantabar P, Lon HK, Poels K, Shtylla B, Irby D, Bompiani-Myers K, O'Brien T, Hibma J.	Elranatamab: Mechanism of Action, Clinical, and Translational Science	Clinical and translational science	2026	42050758	10.1111/cts.70554	PMC13124651	https://pmc.ncbi.nlm.nih.gov/articles/PMC13124651/	fulltext/elmeliegy_2026_pmid42050758.xml		geo:Europe|US;recent;review	OA_available
BCMA	Lowy JA, Rogers MF, Avigan ZM, Flores MS, Samuel M, Rattu MA, Richter J.	Linvoseltamab, a BCMA-directed CD3 T-cell engager for multiple myeloma: a patient-centric option via a response-adapted dosing regimen	Expert review of hematology	2026	41708325	10.1080/17474086.2026.2634283		https://doi.org/10.1080/17474086.2026.2634283			geo:Europe|US;recent;review	pmid_only
BCMA	Li J, Abulaiti A, Li D, Zhao Y, Wahafu P, Maimaitiming M, Qiu S, Zhang Y, An Y, Wang W, Shi L, Yakufu M, Shu L, Li G, Liu Z.	Efficacy and safety of BCMA- or GPRC5D-directed CD3 bispecific antibodies in relapsed/refractory multiple myeloma: a systematic review and meta-analysis of prospective clinical trials and real-world studies	Frontiers in immunology	2026	42245625	10.3389/fimmu.2026.1811816	PMC13230190	https://pmc.ncbi.nlm.nih.gov/articles/PMC13230190/	fulltext/li_2026_pmid42245625.xml		geo:China;recent;review	OA_available
BCMA	Tang A, Gauthier L, Zaghi E, Beninga J, Amara C, Basset A, Rossi B, Bourges D, Nicolazzi C, Rettman P, Couturier V, Zombori N, Mendez L, Qiu Y, Batchelor J, Blanchard-Alvarez A, Guillot F, Giordano M, Gourdin N, Morel A, Touzeau C, Pellat-Deceunynck C, Narni-Mancinelli E, Morel Y, Fantin V, Vivier E, Virone-Oddos A, Chiron M.	Targeting BCMA in multiple myeloma with a trifunctional NK cell engager	Cell reports. Medicine	2026	41709452	10.1016/j.xcrm.2026.102628		https://doi.org/10.1016/j.xcrm.2026.102628			geo:Europe|US;recent	pmid_only
